pop1,pop2,k1,k2
844,0,4.22,-1.00
0,824,-1.00,4.41
946,0,3.36,-1.00
0,953,-1.00,3.69
0,0,-1.00,-1.00
865,0,3.65,-1.00
0,0,-1.00,-1.00
0,883,-1.00,4.22
0,1391,-1.00,3.01
0,863,-1.00,3.90
953,0,3.07,-1.00
1024,0,3.39,-1.00
0,933,-1.00,3.21
1040,0,4.33,-1.00
0,1026,-1.00,2.96
1004,0,3.06,-1.00
1014,0,4.18,-1.00
0,1513,-1.00,2.56
1089,0,3.11,-1.00
1107,0,3.31,-1.00
916,0,3.11,-1.00
906,0,3.16,-1.00
0,938,-1.00,3.92
0,0,-1.00,-1.00
0,1225,-1.00,3.04
0,968,-1.00,3.38
0,988,-1.00,3.04
1386,0,4.73,-1.00
0,0,-1.00,-1.00
0,1570,-1.00,4.05
1078,0,3.72,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1227,0,3.21,-1.00
1122,0,3.01,-1.00
0,1376,-1.00,4.33
0,1481,-1.00,5.24
880,0,2.44,-1.00
0,1261,-1.00,2.84
1109,0,3.43,-1.00
0,1049,-1.00,2.89
0,916,-1.00,3.74
889,0,4.58,-1.00
0,1516,-1.00,3.03
1313,0,3.17,-1.00
0,0,-1.00,-1.00
1160,0,3.88,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1291,0,2.43,-1.00
957,0,2.70,-1.00
1057,0,3.29,-1.00
1080,0,3.52,-1.00
1624,0,3.31,-1.00
0,882,-1.00,3.03
1158,0,2.70,-1.00
1124,0,3.78,-1.00
895,0,4.88,-1.00
1316,0,2.86,-1.00
880,0,4.53,-1.00
0,991,-1.00,3.41
804,0,4.53,-1.00
1140,0,3.04,-1.00
0,1033,-1.00,6.55
892,0,2.65,-1.00
1294,0,3.05,-1.00
0,980,-1.00,4.51
907,0,3.89,-1.00
833,0,3.74,-1.00
0,0,-1.00,-1.00
0,1273,-1.00,3.45
0,1483,-1.00,3.47
1528,0,4.49,-1.00
0,1257,-1.00,3.10
979,0,5.35,-1.00
1052,0,4.38,-1.00
0,826,-1.00,3.23
0,0,-1.00,-1.00
0,1009,-1.00,3.26
1442,0,3.01,-1.00
0,0,-1.00,-1.00
1622,0,3.66,-1.00
0,0,-1.00,-1.00
1088,0,2.66,-1.00
1493,0,2.56,-1.00
968,0,4.66,-1.00
0,1127,-1.00,3.67
0,0,-1.00,-1.00
