pop1,pop2,k1,k2
736,0,10.03,-1.00
0,1131,-1.00,7.19
730,0,7.90,-1.00
814,0,5.56,-1.00
0,561,-1.00,12.86
770,0,9.55,-1.00
0,715,-1.00,8.18
0,794,-1.00,8.38
0,1137,-1.00,10.66
0,1127,-1.00,9.53
729,0,7.52,-1.00
723,0,11.44,-1.00
0,1308,-1.00,8.41
0,790,-1.00,10.74
936,0,9.51,-1.00
19,0,16.68,-1.00
1161,0,7.13,-1.00
991,0,5.96,-1.00
0,746,-1.00,11.32
0,716,-1.00,7.53
0,881,-1.00,12.18
0,0,-1.00,-1.00
0,1101,-1.00,7.55
742,0,12.55,-1.00
852,0,10.42,-1.00
0,975,-1.00,12.47
0,696,-1.00,10.12
0,744,-1.00,6.59
0,529,-1.00,14.64
913,0,8.41,-1.00
0,892,-1.00,9.87
0,757,-1.00,7.90
929,0,6.86,-1.00
0,792,-1.00,5.75
670,0,9.68,-1.00
790,0,10.19,-1.00
702,0,7.45,-1.00
890,0,10.80,-1.00
0,654,-1.00,10.80
0,649,-1.00,10.03
0,745,-1.00,7.73
0,791,-1.00,7.92
0,720,-1.00,6.86
0,830,-1.00,7.89
0,326,-1.00,14.72
772,0,10.79,-1.00
0,1200,-1.00,10.11
0,0,-1.00,-1.00
603,0,12.45,-1.00
728,0,7.37,-1.00
883,0,7.31,-1.00
1008,0,9.67,-1.00
1264,0,8.89,-1.00
997,0,10.15,-1.00
0,867,-1.00,6.66
0,647,-1.00,11.46
919,0,7.89,-1.00
628,0,10.58,-1.00
687,0,10.72,-1.00
1349,0,6.82,-1.00
579,0,12.00,-1.00
1339,0,7.73,-1.00
910,0,6.53,-1.00
1285,0,5.87,-1.00
756,0,9.28,-1.00
1065,0,8.13,-1.00
822,0,6.05,-1.00
882,0,4.76,-1.00
748,0,6.02,-1.00
962,0,8.35,-1.00
0,580,-1.00,10.40
0,850,-1.00,10.23
0,0,-1.00,-1.00
920,0,12.78,-1.00
802,0,7.48,-1.00
869,0,6.36,-1.00
1120,0,10.40,-1.00
734,0,10.24,-1.00
0,842,-1.00,12.34
590,0,10.16,-1.00
840,0,9.38,-1.00
720,0,9.21,-1.00
1245,0,7.18,-1.00
777,0,5.75,-1.00
0,1168,-1.00,9.34
1251,0,7.24,-1.00
0,888,-1.00,10.81
919,0,8.20,-1.00
0,755,-1.00,9.71
1355,0,6.98,-1.00
59,0,14.44,-1.00
880,0,8.26,-1.00
956,0,6.95,-1.00
0,657,-1.00,8.29
0,828,-1.00,12.54
1212,0,6.44,-1.00
916,0,10.25,-1.00
1088,0,8.46,-1.00
1257,0,4.81,-1.00
757,0,8.85,-1.00
880,0,10.06,-1.00
114,0,16.44,-1.00
0,936,-1.00,9.88
1153,0,9.58,-1.00
0,792,-1.00,8.27
585,0,11.94,-1.00
625,0,14.01,-1.00
0,730,-1.00,6.77
0,570,-1.00,10.79
1174,0,7.61,-1.00
667,0,8.54,-1.00
0,0,-1.00,-1.00
605,0,11.53,-1.00
0,575,-1.00,12.13
0,761,-1.00,7.11
0,831,-1.00,9.46
969,0,11.73,-1.00
762,0,6.72,-1.00
0,1142,-1.00,9.14
0,886,-1.00,13.06
1030,0,10.19,-1.00
770,0,9.61,-1.00
1041,0,9.88,-1.00
0,1038,-1.00,12.34
718,0,9.37,-1.00
0,1151,-1.00,10.06
0,8,-1.00,18.12
731,0,7.39,-1.00
0,963,-1.00,11.78
0,638,-1.00,11.70
780,0,8.38,-1.00
0,629,-1.00,9.05
934,0,6.10,-1.00
0,590,-1.00,11.27
0,718,-1.00,8.00
668,0,9.63,-1.00
0,901,-1.00,10.22
1029,0,5.84,-1.00
921,0,8.54,-1.00
724,0,7.59,-1.00
648,0,10.28,-1.00
745,0,8.94,-1.00
624,0,8.97,-1.00
1491,0,5.61,-1.00
0,983,-1.00,9.98
0,670,-1.00,11.48
611,0,9.43,-1.00
0,663,-1.00,11.50
880,0,11.14,-1.00
1220,0,5.52,-1.00
0,977,-1.00,11.68
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,702,-1.00,11.82
924,0,7.63,-1.00
1017,0,6.42,-1.00
844,0,5.02,-1.00
575,0,11.27,-1.00
1017,0,11.65,-1.00
0,950,-1.00,6.29
838,0,7.18,-1.00
0,677,-1.00,12.50
0,0,-1.00,-1.00
944,0,6.63,-1.00
1070,0,5.83,-1.00
773,0,7.70,-1.00
629,0,10.94,-1.00
671,0,9.68,-1.00
0,1238,-1.00,8.88
0,1011,-1.00,6.46
0,531,-1.00,12.90
1052,0,9.94,-1.00
0,1121,-1.00,7.41
0,694,-1.00,10.12
0,765,-1.00,6.42
1104,0,7.11,-1.00
944,0,7.02,-1.00
647,0,8.61,-1.00
0,1384,-1.00,6.75
859,0,6.84,-1.00
0,696,-1.00,11.33
748,0,7.80,-1.00
1471,0,7.04,-1.00
862,0,11.01,-1.00
757,0,8.94,-1.00
794,0,5.60,-1.00
646,0,9.69,-1.00
0,1,-1.00,18.00
0,674,-1.00,9.87
0,728,-1.00,9.54
0,676,-1.00,10.03
1142,0,9.92,-1.00
1072,0,12.72,-1.00
