pop1,pop2,k1,k2
1155,0,9.80,-1.00
0,810,-1.00,6.29
1069,0,9.67,-1.00
0,865,-1.00,9.84
0,855,-1.00,13.65
620,0,11.58,-1.00
713,0,7.27,-1.00
0,1022,-1.00,10.92
0,716,-1.00,14.52
0,802,-1.00,11.66
0,786,-1.00,7.51
711,0,10.03,-1.00
789,0,11.31,-1.00
1073,0,7.94,-1.00
0,37,-1.00,15.43
870,0,13.51,-1.00
900,0,7.48,-1.00
0,1151,-1.00,7.83
802,0,4.81,-1.00
791,0,7.66,-1.00
0,815,-1.00,8.79
602,0,9.39,-1.00
0,0,-1.00,-1.00
0,830,-1.00,6.87
0,1216,-1.00,7.22
670,0,8.96,-1.00
859,0,8.14,-1.00
0,955,-1.00,8.81
774,0,9.98,-1.00
9,0,16.78,-1.00
1123,0,9.45,-1.00
848,0,6.78,-1.00
725,0,8.45,-1.00
865,0,10.91,-1.00
0,899,-1.00,7.60
0,715,-1.00,10.94
0,703,-1.00,10.32
1140,0,6.63,-1.00
0,428,-1.00,15.01
633,0,9.91,-1.00
735,0,10.36,-1.00
0,893,-1.00,6.38
997,0,7.01,-1.00
1284,0,7.07,-1.00
0,1016,-1.00,12.68
0,755,-1.00,12.50
0,1084,-1.00,11.64
783,0,12.13,-1.00
793,0,6.37,-1.00
733,0,13.40,-1.00
1023,0,12.30,-1.00
0,1212,-1.00,8.91
0,629,-1.00,10.49
1124,0,9.77,-1.00
0,518,-1.00,14.46
0,0,-1.00,-1.00
0,20,-1.00,16.65
0,579,-1.00,10.65
995,0,11.17,-1.00
1118,0,7.61,-1.00
970,0,9.99,-1.00
0,609,-1.00,11.16
612,0,9.77,-1.00
264,0,16.10,-1.00
110,0,15.27,-1.00
527,0,12.93,-1.00
0,621,-1.00,10.43
0,794,-1.00,9.54
863,0,7.37,-1.00
999,0,12.60,-1.00
0,1001,-1.00,8.50
176,0,14.61,-1.00
722,0,13.10,-1.00
0,903,-1.00,7.96
839,0,10.74,-1.00
1035,0,9.24,-1.00
1012,0,8.94,-1.00
0,755,-1.00,10.49
0,699,-1.00,9.01
0,883,-1.00,10.32
0,1243,-1.00,8.47
1035,0,9.27,-1.00
909,0,8.51,-1.00
472,0,14.15,-1.00
0,2,-1.00,18.00
895,0,9.14,-1.00
0,0,-1.00,-1.00
761,0,8.35,-1.00
1071,0,7.38,-1.00
519,0,12.50,-1.00
910,0,13.91,-1.00
595,0,10.96,-1.00
0,687,-1.00,8.77
0,8,-1.00,16.75
1220,0,7.44,-1.00
621,0,11.34,-1.00
0,820,-1.00,9.87
0,666,-1.00,12.86
0,979,-1.00,12.28
1109,0,9.73,-1.00
1258,0,6.32,-1.00
1173,0,8.93,-1.00
956,0,7.60,-1.00
0,645,-1.00,11.15
0,1142,-1.00,10.09
792,0,6.77,-1.00
553,0,12.16,-1.00
872,0,10.06,-1.00
986,0,8.09,-1.00
0,712,-1.00,12.89
0,850,-1.00,8.34
0,1143,-1.00,7.39
0,626,-1.00,11.91
749,0,6.79,-1.00
0,793,-1.00,8.22
758,0,8.01,-1.00
585,0,12.84,-1.00
826,0,8.74,-1.00
691,0,9.46,-1.00
48,0,17.35,-1.00
680,0,9.38,-1.00
831,0,9.17,-1.00
919,0,10.02,-1.00
244,0,15.49,-1.00
1234,0,7.46,-1.00
0,652,-1.00,11.60
917,0,7.36,-1.00
873,0,7.05,-1.00
762,0,8.61,-1.00
599,0,11.23,-1.00
