rep,k0,k1,k1-k0
1,5.968000,5.779000,-0.189000
2,5.999000,5.636000,-0.363000
3,6.040000,5.807000,-0.233000
4,5.938000,5.627000,-0.311000
5,6.111000,5.883000,-0.228000
6,5.981000,5.631000,-0.350000
7,5.945000,5.599000,-0.346000
8,5.955000,5.622000,-0.333000
9,6.001000,5.745000,-0.256000
10,5.958000,5.647000,-0.311000
11,6.093000,5.853000,-0.240000
12,5.925000,5.624000,-0.301000
13,6.076000,5.690000,-0.386000
14,5.986000,5.632000,-0.354000
15,5.943000,5.687000,-0.256000
16,6.032000,5.638000,-0.394000
17,5.905000,5.553000,-0.352000
18,5.934000,5.644000,-0.290000
19,5.955000,5.706000,-0.249000
20,5.896000,5.577000,-0.319000
21,5.900000,5.533000,-0.367000
22,6.052000,5.678000,-0.374000
23,6.128000,5.848000,-0.280000
24,6.015000,5.608000,-0.407000
25,6.026000,5.632000,-0.394000
26,6.027000,5.789000,-0.238000
27,6.025000,5.891000,-0.134000
28,5.862000,5.621000,-0.241000
29,6.136000,5.834000,-0.302000
30,6.182000,5.881000,-0.301000
31,6.074000,5.769000,-0.305000
32,5.989000,5.678000,-0.311000
33,6.139000,5.725000,-0.414000
34,6.139000,5.849000,-0.290000
35,6.050000,5.707000,-0.343000
36,6.061000,5.633000,-0.428000
37,5.916000,5.558000,-0.358000
38,6.155000,5.838000,-0.317000
39,5.973000,5.666000,-0.307000
40,6.089000,5.779000,-0.310000
41,5.920000,5.660000,-0.260000
42,5.970000,5.605000,-0.365000
43,5.865000,5.540000,-0.325000
44,5.946000,5.679000,-0.267000
45,6.073000,5.762000,-0.311000
46,5.921000,5.629000,-0.292000
47,6.021000,5.623000,-0.398000
48,5.991000,5.517000,-0.474000
49,6.004000,5.737000,-0.267000
50,5.980000,5.566000,-0.414000
51,5.849000,5.377000,-0.472000
52,6.005000,5.635000,-0.370000
53,5.917000,5.481000,-0.436000
54,6.002000,5.629000,-0.373000
55,6.012000,5.799000,-0.213000
56,6.013000,5.676000,-0.337000
57,5.950000,5.592000,-0.358000
58,5.923000,5.741000,-0.182000
59,5.939000,5.818000,-0.121000
60,6.006000,5.770000,-0.236000
61,5.973000,5.549000,-0.424000
62,6.064000,5.695000,-0.369000
63,6.081000,5.711000,-0.370000
64,6.039000,5.690000,-0.349000
65,6.161000,5.810000,-0.351000
66,5.960000,5.511000,-0.449000
67,5.945000,5.599000,-0.346000
68,5.895000,5.653000,-0.242000
69,6.007000,5.674000,-0.333000
70,5.973000,5.643000,-0.330000
71,6.010000,5.652000,-0.358000
72,6.081000,5.824000,-0.257000
73,6.055000,5.757000,-0.298000
74,6.043000,5.862000,-0.181000
75,5.959000,5.710000,-0.249000
76,5.908000,5.651000,-0.257000
77,6.002000,5.711000,-0.291000
78,5.978000,5.666000,-0.312000
79,5.991000,5.665000,-0.326000
80,6.109000,5.742000,-0.367000
81,6.056000,5.778000,-0.278000
82,6.052000,5.669000,-0.383000
83,5.880000,5.551000,-0.329000
84,5.995000,5.747000,-0.248000
85,6.045000,5.764000,-0.281000
86,6.043000,5.742000,-0.301000
87,6.099000,5.858000,-0.241000
88,5.963000,5.594000,-0.369000
89,5.910000,5.644000,-0.266000
90,6.032000,5.789000,-0.243000
91,6.064000,5.686000,-0.378000
92,5.880000,5.656000,-0.224000
93,6.069000,5.686000,-0.383000
94,5.947000,5.711000,-0.236000
95,6.072000,5.708000,-0.364000
96,5.970000,5.619000,-0.351000
97,5.987000,5.652000,-0.335000
98,5.914000,5.633000,-0.281000
99,6.032000,5.764000,-0.268000
100,6.072000,5.822000,-0.250000
101,5.895000,5.659000,-0.236000
102,6.021000,5.636000,-0.385000
103,5.938000,5.679000,-0.259000
104,5.980000,5.763000,-0.217000
105,5.940000,5.744000,-0.196000
106,6.039000,5.677000,-0.362000
107,6.131000,5.798000,-0.333000
108,6.017000,5.727000,-0.290000
109,6.020000,5.750000,-0.270000
110,5.990000,5.643000,-0.347000
111,6.003000,5.639000,-0.364000
112,5.924000,5.622000,-0.302000
113,6.054000,5.633000,-0.421000
114,5.977000,5.746000,-0.231000
115,6.104000,5.758000,-0.346000
116,6.079000,5.603000,-0.476000
117,6.011000,5.812000,-0.199000
118,5.849000,5.549000,-0.300000
119,5.980000,5.703000,-0.277000
120,6.008000,5.568000,-0.440000
121,6.053000,5.683000,-0.370000
122,6.025000,5.506000,-0.519000
123,6.179000,5.862000,-0.317000
124,5.990000,5.742000,-0.248000
125,5.958000,5.673000,-0.285000
126,5.738000,5.545000,-0.193000
127,5.968000,5.698000,-0.270000
128,5.967000,5.692000,-0.275000
129,6.035000,5.764000,-0.271000
130,6.014000,5.766000,-0.248000
131,6.062000,5.794000,-0.268000
132,6.057000,5.760000,-0.297000
133,6.107000,5.756000,-0.351000
134,5.895000,5.720000,-0.175000
135,6.093000,5.804000,-0.289000
136,5.996000,5.840000,-0.156000
137,6.042000,5.773000,-0.269000
138,5.945000,5.706000,-0.239000
139,6.074000,5.856000,-0.218000
140,6.004000,5.751000,-0.253000
141,5.976000,5.619000,-0.357000
142,6.008000,5.707000,-0.301000
143,5.990000,5.711000,-0.279000
144,5.908000,5.616000,-0.292000
145,6.003000,5.639000,-0.364000
146,5.908000,5.651000,-0.257000
147,6.026000,5.577000,-0.449000
148,5.955000,5.552000,-0.403000
149,6.126000,5.926000,-0.200000
150,6.008000,5.624000,-0.384000
151,5.962000,5.612000,-0.350000
152,6.093000,5.782000,-0.311000
153,6.042000,5.746000,-0.296000
154,6.059000,5.747000,-0.312000
155,6.011000,5.780000,-0.231000
156,6.085000,5.769000,-0.316000
157,6.058000,5.870000,-0.188000
158,6.091000,5.800000,-0.291000
159,5.958000,5.695000,-0.263000
160,5.893000,5.538000,-0.355000
161,5.991000,5.580000,-0.411000
162,5.981000,5.613000,-0.368000
163,6.045000,5.637000,-0.408000
164,6.046000,5.675000,-0.371000
165,6.036000,5.759000,-0.277000
166,6.054000,5.573000,-0.481000
167,6.017000,5.707000,-0.310000
168,5.903000,5.498000,-0.405000
169,5.997000,5.793000,-0.204000
170,6.003000,5.668000,-0.335000
171,6.097000,5.789000,-0.308000
172,6.091000,5.816000,-0.275000
173,5.998000,5.726000,-0.272000
174,6.175000,5.944000,-0.231000
175,5.875000,5.510000,-0.365000
176,6.013000,5.648000,-0.365000
177,5.962000,5.574000,-0.388000
178,6.037000,5.754000,-0.283000
179,6.014000,5.608000,-0.406000
180,6.076000,5.861000,-0.215000
181,5.966000,5.688000,-0.278000
182,6.068000,5.659000,-0.409000
183,5.983000,5.726000,-0.257000
184,6.148000,5.667000,-0.481000
185,5.947000,5.629000,-0.318000
186,5.945000,5.648000,-0.297000
187,5.887000,5.474000,-0.413000
188,5.829000,5.682000,-0.147000
189,6.083000,5.838000,-0.245000
190,6.067000,5.791000,-0.276000
191,6.079000,5.857000,-0.222000
192,5.998000,5.654000,-0.344000
193,6.025000,5.718000,-0.307000
194,6.118000,5.910000,-0.208000
195,5.955000,5.592000,-0.363000
196,6.066000,5.789000,-0.277000
197,5.955000,5.794000,-0.161000
198,5.972000,5.698000,-0.274000
199,6.112000,5.733000,-0.379000
200,5.882000,5.546000,-0.336000
201,5.942000,5.672000,-0.270000
202,6.087000,5.830000,-0.257000
203,5.864000,5.574000,-0.290000
204,5.943000,5.692000,-0.251000
205,6.118000,5.734000,-0.384000
206,5.938000,5.708000,-0.230000
207,6.065000,5.779000,-0.286000
208,6.113000,5.688000,-0.425000
209,6.032000,5.879000,-0.153000
210,6.005000,5.719000,-0.286000
211,5.893000,5.692000,-0.201000
212,6.048000,5.798000,-0.250000
213,5.896000,5.671000,-0.225000
214,6.026000,5.664000,-0.362000
215,5.963000,5.606000,-0.357000
216,6.042000,5.630000,-0.412000
217,5.994000,5.702000,-0.292000
218,6.044000,5.827000,-0.217000
219,6.053000,5.733000,-0.320000
220,6.144000,5.926000,-0.218000
221,5.927000,5.655000,-0.272000
222,6.066000,5.852000,-0.214000
223,6.008000,5.645000,-0.363000
224,6.032000,5.700000,-0.332000
225,5.887000,5.604000,-0.283000
226,6.004000,5.643000,-0.361000
227,6.019000,5.537000,-0.482000
228,6.085000,5.687000,-0.398000
229,5.969000,5.639000,-0.330000
230,6.007000,5.702000,-0.305000
231,6.028000,5.763000,-0.265000
232,6.001000,5.761000,-0.240000
233,5.890000,5.704000,-0.186000
234,6.106000,5.824000,-0.282000
235,5.970000,5.694000,-0.276000
236,5.985000,5.652000,-0.333000
237,5.932000,5.651000,-0.281000
238,5.973000,5.711000,-0.262000
239,5.952000,5.599000,-0.353000
240,6.051000,5.753000,-0.298000
241,5.930000,5.649000,-0.281000
242,5.861000,5.525000,-0.336000
243,5.987000,5.721000,-0.266000
244,5.966000,5.841000,-0.125000
245,5.923000,5.539000,-0.384000
246,6.077000,5.845000,-0.232000
247,5.980000,5.747000,-0.233000
248,6.124000,5.740000,-0.384000
249,6.055000,5.641000,-0.414000
250,5.992000,5.607000,-0.385000
251,5.860000,5.566000,-0.294000
252,6.090000,5.909000,-0.181000
253,6.061000,5.781000,-0.280000
254,6.058000,5.879000,-0.179000
255,5.989000,5.644000,-0.345000
256,5.996000,5.662000,-0.334000
257,5.945000,5.697000,-0.248000
258,5.986000,5.745000,-0.241000
259,5.956000,5.614000,-0.342000
260,6.007000,5.717000,-0.290000
261,5.957000,5.568000,-0.389000
262,6.025000,5.703000,-0.322000
263,6.037000,5.685000,-0.352000
264,6.081000,5.754000,-0.327000
265,5.995000,5.738000,-0.257000
266,6.002000,5.749000,-0.253000
267,5.957000,5.745000,-0.212000
268,5.936000,5.514000,-0.422000
269,6.045000,5.835000,-0.210000
270,6.035000,5.678000,-0.357000
271,6.071000,5.780000,-0.291000
272,6.106000,5.812000,-0.294000
273,6.051000,5.772000,-0.279000
274,5.798000,5.602000,-0.196000
275,5.941000,5.499000,-0.442000
276,6.045000,5.664000,-0.381000
277,5.919000,5.687000,-0.232000
278,5.967000,5.666000,-0.301000
279,6.048000,5.653000,-0.395000
280,6.036000,5.833000,-0.203000
281,5.967000,5.713000,-0.254000
282,5.961000,5.574000,-0.387000
283,6.060000,5.761000,-0.299000
284,5.909000,5.586000,-0.323000
285,6.121000,5.871000,-0.250000
286,6.043000,5.707000,-0.336000
287,6.074000,5.553000,-0.521000
288,6.092000,5.769000,-0.323000
289,5.909000,5.488000,-0.421000
290,5.977000,5.692000,-0.285000
291,5.875000,5.493000,-0.382000
292,5.928000,5.610000,-0.318000
293,5.974000,5.715000,-0.259000
294,6.087000,5.678000,-0.409000
295,5.895000,5.556000,-0.339000
296,6.049000,5.766000,-0.283000
297,5.867000,5.615000,-0.252000
298,5.998000,5.671000,-0.327000
299,5.928000,5.586000,-0.342000
300,6.053000,5.671000,-0.382000
301,6.015000,5.792000,-0.223000
302,6.126000,5.906000,-0.220000
303,6.010000,5.573000,-0.437000
304,6.039000,5.696000,-0.343000
305,5.930000,5.489000,-0.441000
306,6.007000,5.626000,-0.381000
307,5.984000,5.704000,-0.280000
308,5.960000,5.724000,-0.236000
309,6.054000,5.698000,-0.356000
310,6.029000,5.802000,-0.227000
311,5.918000,5.685000,-0.233000
312,6.038000,5.691000,-0.347000
313,5.988000,5.746000,-0.242000
314,5.959000,5.665000,-0.294000
315,5.988000,5.749000,-0.239000
316,5.939000,5.610000,-0.329000
317,5.875000,5.505000,-0.370000
318,6.020000,5.719000,-0.301000
319,5.983000,5.570000,-0.413000
320,5.958000,5.624000,-0.334000
321,5.978000,5.646000,-0.332000
322,6.190000,5.882000,-0.308000
323,6.098000,5.728000,-0.370000
324,6.034000,5.664000,-0.370000
325,5.976000,5.543000,-0.433000
326,5.731000,5.344000,-0.387000
327,6.123000,5.809000,-0.314000
328,5.925000,5.606000,-0.319000
329,6.211000,5.964000,-0.247000
330,5.935000,5.687000,-0.248000
331,6.042000,5.715000,-0.327000
332,6.027000,5.582000,-0.445000
333,6.138000,5.808000,-0.330000
334,6.040000,5.734000,-0.306000
335,5.970000,5.704000,-0.266000
336,5.967000,5.773000,-0.194000
337,5.937000,5.748000,-0.189000
338,5.944000,5.659000,-0.285000
339,5.893000,5.472000,-0.421000
340,6.066000,5.788000,-0.278000
341,5.907000,5.679000,-0.228000
342,6.044000,5.790000,-0.254000
343,6.064000,5.761000,-0.303000
344,5.899000,5.606000,-0.293000
345,5.968000,5.585000,-0.383000
346,6.019000,5.629000,-0.390000
347,6.042000,5.794000,-0.248000
348,6.090000,5.933000,-0.157000
349,5.969000,5.553000,-0.416000
350,5.925000,5.631000,-0.294000
351,6.082000,5.624000,-0.458000
352,6.092000,5.657000,-0.435000
353,5.973000,5.874000,-0.099000
