rep,k0,k1,k1-k0
1,3.006000,2.851000,-0.155000
2,2.963000,2.788000,-0.175000
3,3.083000,2.975000,-0.108000
4,2.993000,2.777000,-0.216000
5,2.983000,2.812000,-0.171000
6,3.001000,2.829000,-0.172000
7,3.006000,2.809000,-0.197000
8,3.057000,2.737000,-0.320000
9,3.011000,2.772000,-0.239000
10,2.949000,2.764000,-0.185000
11,2.931000,2.695000,-0.236000
12,2.993000,2.760000,-0.233000
13,2.934000,2.657000,-0.277000
14,2.952000,2.633000,-0.319000
15,3.000000,2.834000,-0.166000
16,2.998000,2.821000,-0.177000
17,2.959000,2.810000,-0.149000
18,3.029000,2.764000,-0.265000
19,3.043000,2.851000,-0.192000
20,2.968000,2.773000,-0.195000
21,3.068000,2.944000,-0.124000
22,2.979000,2.773000,-0.206000
23,2.976000,2.879000,-0.097000
24,3.081000,2.839000,-0.242000
25,3.025000,2.897000,-0.128000
26,2.989000,2.862000,-0.127000
27,3.008000,2.857000,-0.151000
28,3.019000,2.677000,-0.342000
29,2.994000,2.776000,-0.218000
30,3.077000,2.810000,-0.267000
31,3.038000,2.944000,-0.094000
32,3.075000,2.876000,-0.199000
33,2.978000,2.775000,-0.203000
34,3.047000,2.875000,-0.172000
35,2.976000,2.761000,-0.215000
36,2.959000,2.849000,-0.110000
37,2.995000,2.836000,-0.159000
38,3.084000,2.844000,-0.240000
39,2.966000,2.804000,-0.162000
40,2.984000,2.895000,-0.089000
41,2.921000,2.611000,-0.310000
42,2.992000,2.854000,-0.138000
43,3.069000,2.831000,-0.238000
44,3.001000,2.872000,-0.129000
45,2.991000,2.929000,-0.062000
46,2.962000,2.732000,-0.230000
47,2.966000,2.772000,-0.194000
48,2.963000,2.803000,-0.160000
49,2.958000,2.687000,-0.271000
50,3.001000,2.865000,-0.136000
51,3.164000,2.995000,-0.169000
52,2.951000,2.822000,-0.129000
53,3.035000,2.883000,-0.152000
54,3.052000,2.867000,-0.185000
55,2.911000,2.780000,-0.131000
56,3.086000,2.814000,-0.272000
57,2.977000,2.787000,-0.190000
58,2.979000,2.719000,-0.260000
59,3.061000,2.854000,-0.207000
60,2.960000,2.857000,-0.103000
61,2.991000,2.768000,-0.223000
62,3.007000,2.760000,-0.247000
63,3.026000,2.845000,-0.181000
64,2.970000,2.840000,-0.130000
65,3.044000,2.727000,-0.317000
66,2.997000,2.824000,-0.173000
67,2.938000,2.639000,-0.299000
68,3.051000,2.903000,-0.148000
69,3.122000,2.811000,-0.311000
70,3.001000,2.777000,-0.224000
