rep,k0,k1,k1-k0
1,9.068000,8.649000,-0.419000
2,8.970000,8.373000,-0.597000
3,8.963000,8.386000,-0.577001
4,8.989000,8.574000,-0.415000
5,9.020000,8.570000,-0.450001
6,9.101000,8.817000,-0.283999
7,9.064000,8.652000,-0.412000
8,8.843000,8.474000,-0.369000
9,8.848000,8.354000,-0.493999
10,9.062000,8.470000,-0.592000
11,8.895000,8.378000,-0.517000
12,9.071000,8.687000,-0.384000
13,8.966000,8.735000,-0.231000
14,8.989000,8.730000,-0.259001
15,9.115000,8.588000,-0.526999
16,9.102000,8.837000,-0.265000
17,9.155000,8.614000,-0.540999
18,9.128000,8.787000,-0.341001
19,8.930000,8.577000,-0.353001
20,9.125000,8.584000,-0.541000
21,9.177000,8.589000,-0.588000
22,9.108000,8.692000,-0.415999
23,9.001000,8.715000,-0.286000
24,9.091000,8.639000,-0.452000
25,8.971000,8.452000,-0.519000
26,9.171000,8.700000,-0.471000
27,9.048000,8.549000,-0.499001
28,9.072000,8.610000,-0.462000
29,9.027000,8.617000,-0.410001
30,9.013000,8.406000,-0.606999
31,9.150000,8.674000,-0.476000
32,9.155000,8.664000,-0.491000
33,9.009000,8.571000,-0.438000
34,8.950000,8.455000,-0.495000
35,8.950000,8.662000,-0.288000
36,8.980000,8.661000,-0.318999
37,9.027000,8.547000,-0.480000
38,9.006000,8.609000,-0.396999
39,9.001000,8.657000,-0.344001
40,8.894000,8.653000,-0.241000
41,9.056000,8.619000,-0.436999
42,9.132000,8.499000,-0.633000
43,9.064000,8.494000,-0.570000
44,9.053000,8.432000,-0.621000
45,8.877000,8.463000,-0.414000
46,8.998000,8.278000,-0.720000
47,9.134000,8.551000,-0.583000
48,8.935000,8.210000,-0.725000
49,8.841000,8.440000,-0.401000
50,8.856000,8.342000,-0.514000
51,9.016000,8.538000,-0.478000
52,8.882000,8.785000,-0.097000
53,8.882000,8.404000,-0.478000
54,8.910000,8.547000,-0.363000
55,8.914000,8.598000,-0.316000
56,9.108000,8.602000,-0.506000
57,9.122000,8.770000,-0.351999
58,9.111000,8.744000,-0.367000
59,9.124000,8.651000,-0.473000
60,8.982000,8.654000,-0.328000
61,9.008000,8.677000,-0.331000
62,8.873000,8.659000,-0.214000
63,9.047000,8.600000,-0.447000
64,9.037000,8.647000,-0.389999
65,9.100000,8.620000,-0.480000
66,8.920000,8.435000,-0.485000
67,8.955000,8.621000,-0.334000
68,9.031000,8.695000,-0.336000
69,8.981000,8.598000,-0.383000
70,9.098000,8.613000,-0.485000
71,8.942000,8.623000,-0.319000
72,8.931000,8.516000,-0.415000
73,8.951000,8.386000,-0.565001
74,9.058000,8.548000,-0.509999
75,9.123000,8.561000,-0.562000
76,9.098000,8.854000,-0.243999
77,9.029000,8.571000,-0.458000
78,9.018000,8.640000,-0.377999
79,8.974000,8.457000,-0.517000
80,8.839000,8.460000,-0.379000
81,8.890000,8.160000,-0.730000
82,8.895000,8.429000,-0.466001
83,8.840000,8.494000,-0.346000
84,9.206000,8.585000,-0.621000
85,9.041000,8.716000,-0.325001
86,8.982000,8.417000,-0.565001
87,8.948000,8.561000,-0.387000
88,8.906000,8.433000,-0.473001
89,9.045000,8.732000,-0.313000
90,9.019000,8.807000,-0.212000
91,8.908000,8.514000,-0.394000
92,8.940000,8.741000,-0.198999
93,8.996000,8.600000,-0.396000
94,8.952000,8.429000,-0.523000
95,9.094000,8.717000,-0.377000
96,8.849000,8.430000,-0.419000
97,9.043000,8.532000,-0.511001
98,9.104000,8.695000,-0.409000
99,9.002000,8.405000,-0.597000
100,8.856000,8.330000,-0.526000
101,8.902000,8.537000,-0.365001
102,9.171000,8.770000,-0.400999
103,9.085000,8.605000,-0.480000
104,8.982000,8.499000,-0.483001
105,8.997000,8.416000,-0.580999
106,8.982000,8.534000,-0.448000
107,9.177000,8.598000,-0.579000
108,8.954000,8.571000,-0.383000
109,9.011000,8.489000,-0.521999
110,9.208000,8.689000,-0.519000
111,8.968000,8.659000,-0.309000
112,8.910000,8.437000,-0.473000
113,8.951000,8.427000,-0.524000
114,8.976000,8.518000,-0.458000
115,9.073000,8.673000,-0.400000
116,9.062000,8.553000,-0.509000
117,8.943000,8.528000,-0.415000
118,8.832000,8.394000,-0.438000
119,8.999000,8.483000,-0.516000
120,8.985000,8.476000,-0.509000
121,9.006000,8.593000,-0.412999
122,9.066000,8.765000,-0.301000
123,8.956000,8.438000,-0.518001
124,9.038000,8.408000,-0.630000
125,9.071000,8.528000,-0.543000
126,8.955000,8.791000,-0.164000
127,9.000000,8.497000,-0.503000
128,9.093000,8.670000,-0.423000
129,8.973000,8.368000,-0.605000
130,8.859000,8.508000,-0.351000
131,8.772000,8.346000,-0.426001
132,9.089000,8.730000,-0.359000
133,8.947000,8.574000,-0.372999
134,9.000000,8.658000,-0.342000
135,8.968000,8.626000,-0.342000
136,8.947000,8.479000,-0.467999
137,8.912000,8.376000,-0.535999
138,9.033000,8.608000,-0.425000
139,9.014000,8.442000,-0.572000
140,9.036000,8.491000,-0.545000
141,9.060000,8.587000,-0.473001
142,9.007000,8.516000,-0.491000
143,8.921000,8.433000,-0.488000
144,9.057000,8.625000,-0.432000
145,9.235000,8.740000,-0.495000
146,9.051000,8.819000,-0.231999
147,8.870000,8.521000,-0.349000
148,8.864000,8.522000,-0.342000
149,8.861000,8.357000,-0.504000
150,8.932000,8.451000,-0.481000
151,9.101000,8.579000,-0.521999
152,8.877000,8.745000,-0.132000
153,8.847000,8.418000,-0.429000
154,9.097000,8.530000,-0.567000
155,9.061000,8.595000,-0.466000
156,8.990000,8.419000,-0.571000
157,9.000000,8.483000,-0.517000
158,8.985000,8.399000,-0.585999
159,9.036000,8.579000,-0.457000
160,9.076000,8.627000,-0.449000
161,8.939000,8.408000,-0.531000
162,8.999000,8.438000,-0.561000
163,9.121000,8.687000,-0.434000
164,9.022000,8.525000,-0.497001
165,8.910000,8.568000,-0.342000
166,8.897000,8.345000,-0.552000
167,9.085000,8.687000,-0.398000
168,9.083000,8.807000,-0.276000
169,9.070000,8.653000,-0.417000
170,8.922000,8.495000,-0.427000
171,9.023000,8.528000,-0.495000
172,8.991000,8.560000,-0.431000
173,9.000000,8.633000,-0.367000
174,8.979000,8.489000,-0.490000
175,9.001000,8.603000,-0.398001
176,9.001000,8.620000,-0.381001
177,9.105000,8.556000,-0.549000
178,9.010000,8.589000,-0.421000
179,8.877000,8.467000,-0.410000
180,8.870000,8.510000,-0.360000
181,8.955000,8.313000,-0.642000
182,8.851000,8.351000,-0.500000
183,9.028000,8.715000,-0.313000
184,8.955000,8.470000,-0.485000
185,8.959000,8.408000,-0.551000
186,8.874000,8.377000,-0.497000
187,8.902000,8.507000,-0.395000
188,8.962000,8.417000,-0.545000
189,8.806000,8.395000,-0.410999
190,9.144000,8.597000,-0.547000
191,9.096000,8.921000,-0.175000
192,8.994000,8.451000,-0.543000
193,8.988000,8.399000,-0.589000
194,9.225000,8.694000,-0.531000
195,8.887000,8.393000,-0.494000
196,8.888000,8.570000,-0.318000
197,8.915000,8.387000,-0.528000
198,8.824000,8.425000,-0.399000
199,9.096000,8.689000,-0.407000
200,9.025000,8.508000,-0.516999
201,8.998000,8.500000,-0.498000
202,8.920000,8.521000,-0.399000
203,8.952000,8.597000,-0.355000
204,8.913000,8.594000,-0.319000
205,8.910000,8.396000,-0.514000
206,8.970000,8.477000,-0.493000
207,9.177000,8.754000,-0.423000
208,9.087000,8.714000,-0.373000
209,9.055000,8.512000,-0.543000
210,9.016000,8.536000,-0.480000
211,9.018000,8.681000,-0.337000
212,9.058000,8.680000,-0.377999
213,8.888000,8.414000,-0.474000
214,8.927000,8.339000,-0.588000
215,9.030000,8.641000,-0.389000
216,9.010000,8.609000,-0.401000
217,9.043000,8.852000,-0.191000
218,8.923000,8.504000,-0.419001
219,8.912000,8.598000,-0.314000
220,8.818000,8.391000,-0.427000
221,9.121000,8.488000,-0.633000
222,9.032000,8.648000,-0.384000
223,9.108000,8.652000,-0.455999
224,9.079000,8.645000,-0.434000
225,9.066000,8.659000,-0.407000
226,9.042000,8.426000,-0.616000
227,8.944000,8.354000,-0.590000
228,9.101000,8.801000,-0.300000
229,8.840000,8.408000,-0.432000
230,9.107000,8.629000,-0.478001
231,8.963000,8.623000,-0.340000
232,9.053000,8.554000,-0.499001
233,8.984000,8.519000,-0.465000
234,8.999000,8.482000,-0.516999
235,8.966000,8.483000,-0.483000
236,8.994000,8.432000,-0.562000
237,9.162000,8.466000,-0.696000
238,8.953000,8.369000,-0.584000
239,8.999000,8.684000,-0.315000
240,9.086000,8.639000,-0.447001
241,9.130000,8.762000,-0.368000
242,9.004000,8.588000,-0.415999
243,8.958000,8.492000,-0.466001
244,9.234000,8.870000,-0.364000
245,8.943000,8.420000,-0.523000
246,8.893000,8.423000,-0.469999
247,9.101000,8.656000,-0.445000
248,9.013000,8.420000,-0.592999
249,9.007000,8.538000,-0.469000
250,9.087000,8.571000,-0.516000
251,9.037000,8.580000,-0.457000
252,8.817000,8.305000,-0.512000
253,8.897000,8.495000,-0.402000
254,8.921000,8.459000,-0.462000
255,9.051000,8.556000,-0.495000
256,9.056000,8.605000,-0.451000
257,9.079000,8.445000,-0.634001
258,8.965000,8.707000,-0.258000
259,8.838000,8.265000,-0.573000
260,9.036000,8.628000,-0.408000
