rep,k0,k1,k1-k0
1,10.956000,10.738000,-0.218000
2,11.036000,10.514000,-0.522000
3,10.894000,10.401000,-0.493000
4,11.103000,10.535000,-0.568000
5,10.873000,10.272000,-0.601000
6,10.860000,10.238000,-0.622000
7,10.998000,10.391000,-0.607000
8,10.867000,10.329000,-0.537999
9,10.895000,10.410000,-0.485001
10,11.046000,10.535000,-0.511000
11,11.002000,10.522000,-0.480000
12,10.908000,10.455000,-0.453000
13,11.081000,10.438000,-0.643001
14,10.997000,10.361000,-0.636000
15,11.070000,10.595000,-0.474999
16,11.012000,10.315000,-0.697001
17,10.988000,10.313000,-0.675000
18,10.871000,10.130000,-0.741000
19,11.262000,10.730000,-0.532001
20,11.033000,10.529000,-0.504000
21,11.223000,10.746000,-0.476999
22,10.993000,10.603000,-0.390000
23,11.020000,10.487000,-0.533000
24,11.121000,10.375000,-0.746000
25,11.029000,10.474000,-0.555000
26,11.015000,10.564000,-0.451000
27,10.940000,10.293000,-0.646999
28,11.097000,10.413000,-0.684000
29,10.991000,10.514000,-0.477000
30,11.040000,10.626000,-0.414000
31,11.020000,10.459000,-0.561001
32,10.884000,10.430000,-0.454000
33,10.944000,10.426000,-0.518001
34,11.091000,10.493000,-0.598000
35,11.022000,10.485000,-0.537001
36,10.909000,10.475000,-0.434000
37,10.765000,10.227000,-0.538000
38,11.006000,10.414000,-0.592000
39,11.030000,10.364000,-0.665999
40,11.101000,10.385000,-0.716000
41,11.010000,10.264000,-0.746000
42,10.971000,10.599000,-0.372000
43,10.933000,10.452000,-0.481000
44,11.000000,10.430000,-0.570000
45,11.115000,10.670000,-0.445000
46,11.152000,10.539000,-0.613001
47,11.108000,10.460000,-0.648000
48,10.972000,10.371000,-0.601000
49,11.135000,10.759000,-0.376000
50,10.993000,10.495000,-0.498000
51,11.172000,10.679000,-0.493000
52,11.008000,10.574000,-0.434000
53,10.884000,10.360000,-0.524000
54,11.027000,10.567000,-0.460000
55,11.064000,10.322000,-0.742001
56,10.852000,10.140000,-0.712000
57,11.160000,10.623000,-0.537000
58,10.946000,10.474000,-0.472000
59,10.886000,10.261000,-0.625000
60,11.153000,10.661000,-0.492000
61,11.183000,10.627000,-0.556000
62,10.905000,10.369000,-0.535999
63,11.141000,10.549000,-0.592000
64,11.017000,10.435000,-0.582000
65,10.967000,10.631000,-0.336000
66,11.030000,10.511000,-0.519000
67,11.058000,10.599000,-0.459000
68,11.080000,10.559000,-0.521000
69,10.956000,10.486000,-0.470000
70,10.976000,10.505000,-0.471000
71,11.044000,10.467000,-0.577000
72,10.950000,10.225000,-0.724999
73,11.018000,10.372000,-0.646000
74,10.883000,10.239000,-0.644000
75,10.981000,10.487000,-0.493999
76,11.099000,10.667000,-0.432000
77,11.099000,10.417000,-0.682000
78,10.954000,10.325000,-0.629001
79,10.700000,10.154000,-0.546000
80,10.893000,10.341000,-0.552000
81,10.822000,10.277000,-0.544999
82,11.087000,10.601000,-0.486000
83,10.871000,10.404000,-0.467000
84,10.992000,10.551000,-0.441000
85,11.222000,10.524000,-0.698000
86,11.016000,10.413000,-0.603000
87,10.962000,10.322000,-0.640000
88,11.065000,10.535000,-0.530000
89,11.043000,10.456000,-0.587000
90,11.011000,10.413000,-0.598000
91,10.952000,10.310000,-0.641999
92,10.987000,10.408000,-0.579000
93,10.910000,10.358000,-0.552000
94,11.175000,10.666000,-0.509000
95,11.138000,10.601000,-0.537000
96,11.154000,10.494000,-0.660000
97,11.065000,10.167000,-0.898000
98,11.108000,10.421000,-0.687000
99,11.135000,10.413000,-0.722000
100,10.931000,10.370000,-0.561000
101,10.853000,10.326000,-0.526999
102,11.062000,10.528000,-0.534000
103,11.147000,10.739000,-0.408000
104,11.038000,10.598000,-0.440001
105,11.054000,10.643000,-0.411000
106,10.968000,10.662000,-0.306001
107,11.060000,10.487000,-0.573000
108,10.983000,10.386000,-0.597000
109,11.207000,10.586000,-0.620999
110,10.958000,10.463000,-0.495000
111,10.940000,10.243000,-0.697000
112,11.105000,10.652000,-0.452999
113,11.079000,10.398000,-0.681001
114,10.952000,10.399000,-0.552999
115,11.133000,10.730000,-0.403001
116,11.092000,10.731000,-0.361000
117,10.834000,10.291000,-0.542999
118,10.745000,10.297000,-0.448000
119,11.281000,10.703000,-0.578000
120,11.014000,10.384000,-0.630000
121,11.042000,10.405000,-0.637000
122,11.042000,10.461000,-0.580999
123,11.063000,10.582000,-0.481000
124,10.917000,10.462000,-0.455000
125,11.098000,10.466000,-0.632000
126,10.928000,10.360000,-0.568001
127,11.110000,10.552000,-0.558000
