rep,k0,k1,k1-k0
1,2.977000,2.797000,-0.180000
2,3.055000,2.782000,-0.273000
3,2.972000,2.774000,-0.198000
4,3.048000,2.861000,-0.187000
5,3.151000,2.930000,-0.221000
6,3.092000,2.921000,-0.171000
7,2.955000,2.844000,-0.111000
8,3.019000,2.765000,-0.254000
9,3.003000,2.729000,-0.274000
10,3.111000,2.905000,-0.206000
11,2.954000,2.698000,-0.256000
12,2.986000,2.877000,-0.109000
13,2.979000,2.742000,-0.237000
14,2.970000,2.822000,-0.148000
15,3.042000,2.850000,-0.192000
16,2.929000,2.772000,-0.157000
17,2.993000,2.846000,-0.147000
18,2.901000,2.670000,-0.231000
19,3.003000,2.810000,-0.193000
20,3.034000,2.844000,-0.190000
21,3.064000,2.878000,-0.186000
22,2.987000,2.745000,-0.242000
23,2.923000,2.636000,-0.287000
24,3.051000,2.848000,-0.203000
25,3.167000,3.054000,-0.113000
26,2.991000,2.805000,-0.186000
27,3.086000,2.912000,-0.174000
28,3.046000,2.965000,-0.081000
29,3.003000,2.850000,-0.153000
30,3.067000,2.995000,-0.072000
31,3.000000,2.790000,-0.210000
32,3.007000,2.884000,-0.123000
33,2.911000,2.727000,-0.184000
34,3.084000,2.890000,-0.194000
35,3.048000,2.906000,-0.142000
36,3.044000,2.797000,-0.247000
37,2.917000,2.742000,-0.175000
38,3.022000,2.710000,-0.312000
39,2.948000,2.803000,-0.145000
40,2.968000,2.739000,-0.229000
41,2.991000,2.739000,-0.252000
42,2.949000,2.679000,-0.270000
43,2.981000,2.761000,-0.220000
44,2.967000,2.751000,-0.216000
45,2.992000,2.786000,-0.206000
46,3.053000,2.787000,-0.266000
47,2.997000,2.862000,-0.135000
48,3.023000,2.845000,-0.178000
49,3.047000,2.694000,-0.353000
50,2.920000,2.780000,-0.140000
51,2.923000,2.681000,-0.242000
52,2.998000,2.810000,-0.188000
53,2.881000,2.687000,-0.194000
54,3.019000,2.821000,-0.198000
55,2.993000,2.827000,-0.166000
56,2.995000,2.710000,-0.285000
57,3.042000,2.773000,-0.269000
58,2.926000,2.865000,-0.061000
59,3.042000,2.741000,-0.301000
60,2.971000,2.764000,-0.207000
61,2.910000,2.674000,-0.236000
62,2.980000,2.804000,-0.176000
63,3.016000,2.883000,-0.133000
64,3.037000,2.859000,-0.178000
65,3.013000,2.877000,-0.136000
66,3.079000,2.799000,-0.280000
67,3.074000,2.801000,-0.273000
68,3.041000,2.919000,-0.122000
69,2.979000,2.762000,-0.217000
70,3.041000,2.703000,-0.338000
71,2.960000,2.759000,-0.201000
72,3.085000,2.836000,-0.249000
73,3.040000,2.869000,-0.171000
74,3.023000,2.808000,-0.215000
75,2.981000,2.791000,-0.190000
76,2.944000,2.720000,-0.224000
77,2.988000,2.721000,-0.267000
78,3.040000,2.917000,-0.123000
79,2.895000,2.685000,-0.210000
80,2.902000,2.733000,-0.169000
81,2.991000,2.827000,-0.164000
82,3.061000,2.883000,-0.178000
83,3.014000,2.784000,-0.230000
84,3.037000,2.919000,-0.118000
85,2.887000,2.686000,-0.201000
86,3.016000,2.854000,-0.162000
87,3.021000,2.735000,-0.286000
88,3.094000,2.943000,-0.151000
89,3.051000,2.913000,-0.138000
90,3.092000,2.978000,-0.114000
91,2.851000,2.645000,-0.206000
92,3.017000,2.790000,-0.227000
93,2.969000,2.709000,-0.260000
94,2.959000,2.748000,-0.211000
95,3.061000,2.874000,-0.187000
96,3.014000,2.884000,-0.130000
97,2.946000,2.848000,-0.098000
98,3.007000,2.835000,-0.172000
99,3.051000,2.809000,-0.242000
100,2.965000,2.693000,-0.272000
101,2.903000,2.706000,-0.197000
102,2.989000,2.861000,-0.128000
103,2.963000,2.723000,-0.240000
104,3.022000,2.893000,-0.129000
105,3.015000,2.836000,-0.179000
106,2.936000,2.640000,-0.296000
107,3.011000,2.790000,-0.221000
108,2.953000,2.839000,-0.114000
109,2.966000,2.732000,-0.234000
110,3.018000,2.864000,-0.154000
111,3.056000,2.946000,-0.110000
112,2.953000,2.704000,-0.249000
113,2.969000,2.784000,-0.185000
114,3.003000,2.822000,-0.181000
115,3.050000,2.993000,-0.057000
116,2.928000,2.805000,-0.123000
117,3.027000,2.880000,-0.147000
118,3.063000,2.949000,-0.114000
119,3.029000,2.763000,-0.266000
120,3.064000,2.917000,-0.147000
121,3.076000,2.825000,-0.251000
122,3.073000,2.799000,-0.274000
123,2.956000,2.818000,-0.138000
124,3.009000,2.877000,-0.132000
125,3.078000,2.816000,-0.262000
126,3.087000,2.896000,-0.191000
127,2.998000,2.731000,-0.267000
128,2.946000,2.750000,-0.196000
129,3.000000,2.832000,-0.168000
130,2.945000,2.723000,-0.222000
131,2.990000,2.780000,-0.210000
132,2.974000,2.703000,-0.271000
133,2.979000,2.852000,-0.127000
134,3.042000,2.966000,-0.076000
135,2.948000,2.678000,-0.270000
136,3.050000,2.760000,-0.290000
137,2.975000,2.744000,-0.231000
138,3.078000,2.873000,-0.205000
139,2.946000,2.767000,-0.179000
140,3.131000,3.009000,-0.122000
141,2.960000,2.776000,-0.184000
142,3.089000,2.905000,-0.184000
143,3.033000,2.784000,-0.249000
144,2.988000,2.811000,-0.177000
145,3.004000,2.764000,-0.240000
146,2.952000,2.747000,-0.205000
147,3.013000,2.937000,-0.076000
148,3.002000,2.772000,-0.230000
149,3.049000,2.861000,-0.188000
150,3.024000,2.763000,-0.261000
151,2.962000,2.845000,-0.117000
152,2.929000,2.799000,-0.130000
153,2.983000,2.804000,-0.179000
154,2.908000,2.739000,-0.169000
155,3.024000,2.866000,-0.158000
156,3.001000,2.724000,-0.277000
157,2.923000,2.781000,-0.142000
158,3.000000,2.781000,-0.219000
159,3.008000,2.901000,-0.107000
160,2.977000,2.843000,-0.134000
161,3.003000,2.818000,-0.185000
162,3.071000,2.872000,-0.199000
163,2.930000,2.834000,-0.096000
164,3.065000,2.814000,-0.251000
165,3.122000,2.810000,-0.312000
166,2.959000,2.846000,-0.113000
167,2.929000,2.804000,-0.125000
168,2.921000,2.727000,-0.194000
169,2.899000,2.702000,-0.197000
170,3.069000,2.954000,-0.115000
171,3.075000,2.968000,-0.107000
172,3.037000,2.855000,-0.182000
173,3.106000,2.868000,-0.238000
174,3.004000,2.825000,-0.179000
175,3.071000,2.829000,-0.242000
176,3.057000,2.874000,-0.183000
177,2.995000,2.765000,-0.230000
178,2.915000,2.639000,-0.276000
179,3.049000,2.803000,-0.246000
180,3.000000,2.733000,-0.267000
181,2.933000,2.811000,-0.122000
182,3.046000,2.820000,-0.226000
183,3.051000,2.863000,-0.188000
184,3.055000,2.902000,-0.153000
185,2.888000,2.723000,-0.165000
186,3.102000,2.933000,-0.169000
187,3.103000,2.935000,-0.168000
188,3.009000,2.767000,-0.242000
189,2.922000,2.771000,-0.151000
190,2.931000,2.696000,-0.235000
191,2.940000,2.655000,-0.285000
192,3.040000,2.947000,-0.093000
193,2.937000,2.733000,-0.204000
194,3.018000,2.702000,-0.316000
195,2.968000,2.772000,-0.196000
196,3.062000,2.846000,-0.216000
197,3.071000,2.849000,-0.222000
198,3.071000,2.789000,-0.282000
199,2.947000,2.731000,-0.216000
200,2.976000,2.873000,-0.103000
201,2.950000,2.803000,-0.147000
202,3.011000,2.842000,-0.169000
