rep,k0,k1,k1-k0
1,7.971000,7.625000,-0.346000
2,8.020000,7.613000,-0.407001
3,7.949000,7.467000,-0.482000
4,8.015000,7.692000,-0.323000
5,7.991000,7.444000,-0.547000
6,7.892000,7.644000,-0.248000
7,8.028000,7.448000,-0.580000
8,7.937000,7.558000,-0.379000
9,8.082000,7.692000,-0.390000
10,7.948000,7.595000,-0.353000
11,8.010000,7.590000,-0.420000
12,7.830000,7.234000,-0.596000
13,8.071000,7.512000,-0.559000
14,7.958000,7.445000,-0.513000
15,7.948000,7.497000,-0.451000
16,7.893000,7.584000,-0.309000
17,8.016000,7.499000,-0.517000
18,8.023000,7.662000,-0.361000
19,8.103000,7.768000,-0.335000
20,8.128000,7.814000,-0.314000
21,7.984000,7.550000,-0.434000
22,8.012000,7.614000,-0.398000
23,7.788000,7.481000,-0.307000
24,8.243000,7.729000,-0.514000
25,8.115000,7.817000,-0.298000
26,7.952000,7.515000,-0.437000
27,8.045000,7.511000,-0.534000
28,7.992000,7.600000,-0.392000
29,8.003000,7.617000,-0.386000
30,7.895000,7.426000,-0.469000
31,8.046000,7.637000,-0.408999
32,8.028000,7.584000,-0.444000
33,8.084000,7.696000,-0.388000
34,7.953000,7.360000,-0.593000
35,7.875000,7.562000,-0.313000
36,8.132000,7.713000,-0.419000
37,7.931000,7.434000,-0.497000
38,8.055000,7.669000,-0.386000
39,7.978000,7.503000,-0.475000
40,8.108000,7.916000,-0.192000
41,8.026000,7.567000,-0.459000
42,7.950000,7.549000,-0.401000
43,7.947000,7.491000,-0.456000
44,8.034000,7.742000,-0.292000
45,8.036000,7.610000,-0.426000
46,7.956000,7.606000,-0.350000
47,7.899000,7.563000,-0.336000
48,7.924000,7.504000,-0.420000
49,7.977000,7.555000,-0.422000
50,8.006000,7.562000,-0.444000
51,8.018000,7.565000,-0.453000
52,7.864000,7.522000,-0.342000
53,8.050000,7.497000,-0.553000
54,7.960000,7.437000,-0.523000
55,7.893000,7.346000,-0.547000
56,8.006000,7.655000,-0.350999
57,7.971000,7.581000,-0.390000
58,8.088000,7.771000,-0.317000
59,7.941000,7.483000,-0.458000
60,8.139000,7.673000,-0.466000
61,8.033000,7.569000,-0.464000
62,7.946000,7.556000,-0.390000
63,8.135000,7.725000,-0.410000
64,8.009000,7.661000,-0.348000
65,8.067000,7.653000,-0.414001
66,8.068000,7.637000,-0.431000
67,7.925000,7.573000,-0.352000
68,7.940000,7.605000,-0.335000
69,7.980000,7.637000,-0.343000
70,7.968000,7.528000,-0.440000
71,8.013000,7.713000,-0.300000
72,7.908000,7.508000,-0.400000
73,8.021000,7.670000,-0.351000
74,7.916000,7.434000,-0.482000
75,8.081000,7.579000,-0.502000
76,7.921000,7.469000,-0.452000
77,8.157000,7.683000,-0.474000
78,8.047000,7.699000,-0.348000
79,8.163000,7.772000,-0.391000
80,8.032000,7.438000,-0.593999
81,8.126000,7.666000,-0.460001
82,7.863000,7.472000,-0.391000
83,8.145000,7.706000,-0.439001
84,7.971000,7.692000,-0.279000
85,7.936000,7.589000,-0.347000
86,8.076000,7.734000,-0.342000
87,8.043000,7.507000,-0.536000
88,8.011000,7.636000,-0.375000
89,8.011000,7.580000,-0.431000
90,8.016000,7.612000,-0.404000
91,8.019000,7.617000,-0.402000
92,7.987000,7.706000,-0.281000
93,8.037000,7.565000,-0.472000
94,7.997000,7.587000,-0.410000
95,8.090000,7.795000,-0.295000
96,7.915000,7.541000,-0.374000
97,7.907000,7.693000,-0.214000
98,8.024000,7.640000,-0.384000
99,7.992000,7.571000,-0.421000
100,8.118000,7.752000,-0.366000
101,7.996000,7.512000,-0.484000
102,7.767000,7.426000,-0.341000
103,7.977000,7.663000,-0.314000
104,7.801000,7.342000,-0.459000
105,8.022000,7.611000,-0.411000
106,8.144000,7.805000,-0.339000
107,7.856000,7.430000,-0.426000
108,8.107000,7.870000,-0.237000
109,8.087000,7.569000,-0.518000
110,8.024000,7.596000,-0.428000
111,8.026000,7.532000,-0.494000
112,7.979000,7.563000,-0.416000
113,7.919000,7.602000,-0.317000
114,8.025000,7.445000,-0.579999
115,8.065000,7.859000,-0.205999
116,7.955000,7.607000,-0.348000
117,7.850000,7.264000,-0.586000
118,7.949000,7.648000,-0.301000
119,8.003000,7.604000,-0.399000
120,7.899000,7.614000,-0.285000
121,8.156000,7.565000,-0.591000
122,8.084000,7.599000,-0.485000
123,8.191000,7.557000,-0.634000
124,8.061000,7.617000,-0.444000
125,8.075000,7.579000,-0.496000
126,7.992000,7.644000,-0.348000
127,8.034000,7.592000,-0.442000
128,8.113000,7.788000,-0.325000
129,8.062000,7.515000,-0.547000
130,7.905000,7.491000,-0.414000
131,7.949000,7.540000,-0.409000
132,7.944000,7.540000,-0.404000
133,8.044000,7.667000,-0.377000
134,8.020000,7.583000,-0.437000
135,8.005000,7.562000,-0.443000
136,7.953000,7.615000,-0.338000
137,7.910000,7.558000,-0.352000
138,7.963000,7.547000,-0.416000
139,7.962000,7.513000,-0.449000
140,8.020000,7.733000,-0.287001
141,8.276000,7.776000,-0.500000
142,7.979000,7.478000,-0.501000
143,7.957000,7.509000,-0.448000
144,7.945000,7.521000,-0.424000
145,8.029000,7.564000,-0.465000
146,8.035000,7.732000,-0.303000
147,7.943000,7.562000,-0.381000
148,8.138000,7.797000,-0.341000
149,8.162000,7.706000,-0.456000
150,8.023000,7.562000,-0.461000
151,7.914000,7.472000,-0.442000
152,7.784000,7.411000,-0.373000
153,8.065000,7.751000,-0.314000
154,8.058000,7.613000,-0.445000
155,8.091000,7.646000,-0.445000
156,7.983000,7.583000,-0.400000
157,8.073000,7.556000,-0.517000
158,7.935000,7.497000,-0.438000
159,8.092000,7.720000,-0.372000
160,8.028000,7.673000,-0.355000
161,8.120000,7.701000,-0.419000
162,7.994000,7.521000,-0.473000
163,7.971000,7.538000,-0.433000
164,8.117000,7.635000,-0.481999
165,8.001000,7.674000,-0.327001
166,8.169000,7.672000,-0.497000
167,7.900000,7.544000,-0.356000
168,7.941000,7.529000,-0.412000
169,7.924000,7.634000,-0.290000
170,8.029000,7.538000,-0.491000
171,7.923000,7.543000,-0.380000
172,8.077000,7.862000,-0.215000
173,7.977000,7.429000,-0.548000
174,7.928000,7.475000,-0.453000
175,8.056000,7.711000,-0.345000
176,7.965000,7.457000,-0.508000
177,7.923000,7.536000,-0.387000
178,8.239000,7.784000,-0.455000
179,7.869000,7.387000,-0.482000
180,8.110000,7.748000,-0.362000
181,7.931000,7.441000,-0.490000
182,7.931000,7.507000,-0.424000
183,7.993000,7.461000,-0.532000
184,8.070000,7.586000,-0.484000
185,8.074000,7.656000,-0.418000
186,8.037000,7.628000,-0.409000
187,7.988000,7.568000,-0.420000
188,7.970000,7.687000,-0.283000
189,7.916000,7.433000,-0.483000
190,8.116000,7.740000,-0.376000
191,8.079000,7.683000,-0.396000
192,7.868000,7.596000,-0.272000
193,7.993000,7.588000,-0.405000
194,7.999000,7.584000,-0.415000
195,7.968000,7.678000,-0.290000
196,7.846000,7.308000,-0.538000
197,8.015000,7.596000,-0.419000
198,8.019000,7.616000,-0.403000
199,8.092000,7.803000,-0.289000
200,8.065000,7.885000,-0.179999
201,8.169000,7.619000,-0.550000
202,7.952000,7.449000,-0.503000
203,7.898000,7.569000,-0.329000
204,8.086000,7.560000,-0.526000
205,8.174000,7.646000,-0.528000
206,8.033000,7.681000,-0.352000
207,8.106000,7.712000,-0.394000
208,7.932000,7.490000,-0.442000
209,8.032000,7.676000,-0.355999
210,7.954000,7.612000,-0.342000
211,7.842000,7.376000,-0.466000
212,8.039000,7.415000,-0.624000
213,7.947000,7.698000,-0.249000
214,8.046000,7.621000,-0.425000
215,7.964000,7.593000,-0.371000
216,7.846000,7.438000,-0.408000
217,7.937000,7.457000,-0.480000
218,8.032000,7.692000,-0.340000
219,8.134000,7.903000,-0.231000
220,8.207000,7.778000,-0.429000
221,8.004000,7.609000,-0.395000
222,7.899000,7.514000,-0.385000
223,8.023000,7.687000,-0.336000
224,8.047000,7.557000,-0.490000
