rep,k0,k1,k1-k0
1,11.967000,10.749000,-1.218000
2,12.198000,11.277000,-0.921000
3,11.980000,10.897000,-1.082999
4,12.002000,10.939000,-1.063000
5,11.917000,10.650000,-1.267000
6,11.870000,10.482000,-1.388000
7,12.048000,10.935000,-1.113000
8,12.108000,10.998000,-1.110000
9,12.023000,10.836000,-1.186999
10,11.927000,10.748000,-1.179000
11,11.862000,10.886000,-0.976001
12,12.087000,11.167000,-0.920000
13,11.869000,10.647000,-1.222000
14,11.768000,10.394000,-1.374000
15,12.097000,11.085000,-1.012000
16,12.033000,10.959000,-1.074000
17,11.873000,10.528000,-1.345000
18,12.019000,11.104000,-0.915000
19,12.174000,10.855000,-1.319000
20,11.918000,10.725000,-1.193000
21,11.953000,10.684000,-1.269000
22,12.061000,10.922000,-1.139000
23,12.109000,10.705000,-1.404000
24,12.012000,10.942000,-1.070000
25,11.868000,10.641000,-1.227000
26,12.127000,11.078000,-1.049000
27,12.019000,10.689000,-1.330000
28,12.107000,10.583000,-1.524000
29,12.158000,10.666000,-1.492000
30,11.864000,11.043000,-0.821000
31,11.976000,10.847000,-1.129000
32,11.947000,10.617000,-1.330000
33,11.808000,10.971000,-0.837000
34,12.054000,10.931000,-1.123000
35,11.960000,10.915000,-1.045000
36,12.201000,11.112000,-1.089000
37,11.998000,10.890000,-1.108000
38,12.029000,10.838000,-1.191000
39,12.074000,10.819000,-1.255000
40,11.919000,10.917000,-1.002000
41,12.004000,10.742000,-1.262000
42,11.800000,10.595000,-1.205000
43,12.129000,10.813000,-1.316000
44,11.959000,10.872000,-1.087000
45,12.323000,10.944000,-1.379000
46,11.884000,10.697000,-1.187000
47,12.084000,10.906000,-1.177999
48,12.095000,11.195000,-0.900001
49,12.256000,11.029000,-1.226999
50,11.911000,10.691000,-1.220000
51,11.984000,10.946000,-1.038000
52,12.196000,11.042000,-1.154000
53,11.922000,10.846000,-1.076000
54,11.933000,10.887000,-1.046000
55,11.838000,10.622000,-1.216001
56,11.846000,11.080000,-0.766000
57,11.968000,10.761000,-1.207001
58,11.971000,10.940000,-1.031000
59,12.024000,10.678000,-1.346000
60,12.102000,10.828000,-1.274000
61,11.951000,10.942000,-1.009000
62,12.115000,10.996000,-1.118999
63,11.990000,10.617000,-1.373000
64,11.881000,10.531000,-1.349999
65,11.932000,10.606000,-1.326000
66,12.119000,10.583000,-1.536000
67,11.949000,10.818000,-1.131001
68,11.993000,11.098000,-0.895000
69,11.995000,10.780000,-1.215000
70,12.067000,10.915000,-1.152000
71,12.114000,10.974000,-1.140000
72,11.785000,10.706000,-1.079000
73,11.896000,10.728000,-1.168000
74,12.067000,10.807000,-1.260000
75,12.231000,11.001000,-1.230000
76,12.030000,10.825000,-1.205000
77,11.960000,10.934000,-1.026000
78,12.235000,11.257000,-0.978000
79,11.980000,10.746000,-1.233999
80,11.838000,10.793000,-1.045000
81,12.162000,10.890000,-1.271999
82,11.955000,10.795000,-1.160000
83,12.186000,11.008000,-1.177999
84,11.873000,11.049000,-0.824000
85,12.112000,10.805000,-1.307000
86,11.850000,10.780000,-1.070001
87,12.027000,10.736000,-1.291000
88,12.021000,10.939000,-1.082000
89,11.815000,10.485000,-1.330000
90,12.108000,10.780000,-1.328000
91,11.851000,10.551000,-1.300000
92,12.038000,10.909000,-1.129000
93,11.986000,10.597000,-1.389000
94,11.918000,11.100000,-0.818000
95,11.878000,10.687000,-1.191000
96,12.060000,10.661000,-1.399000
97,12.053000,10.770000,-1.283000
98,12.142000,11.090000,-1.052000
99,11.769000,10.640000,-1.129000
100,12.017000,10.915000,-1.102000
101,11.946000,10.548000,-1.398000
102,11.999000,10.908000,-1.091000
103,12.033000,10.638000,-1.395000
104,12.014000,10.829000,-1.184999
105,11.845000,10.951000,-0.894000
106,11.991000,11.038000,-0.953000
107,11.859000,10.544000,-1.315001
108,12.059000,10.891000,-1.168000
109,12.044000,10.643000,-1.401000
110,11.915000,10.538000,-1.377000
111,12.023000,10.895000,-1.127999
112,11.874000,10.433000,-1.441000
113,11.984000,10.721000,-1.263000
114,12.028000,10.638000,-1.390000
115,11.966000,10.592000,-1.374000
116,11.946000,10.788000,-1.158000
117,11.909000,11.000000,-0.909000
118,11.906000,10.784000,-1.122000
119,11.955000,10.612000,-1.342999
120,12.206000,11.088000,-1.118000
121,11.916000,10.500000,-1.416000
122,12.115000,11.077000,-1.038000
123,11.921000,10.837000,-1.084000
124,11.961000,10.908000,-1.053000
125,12.007000,10.737000,-1.270000
126,11.980000,10.745000,-1.235000
127,11.963000,10.770000,-1.193000
128,11.819000,10.739000,-1.080000
