pop1,pop2,k1,k2
0,635,-1.00,11.57
865,0,8.64,-1.00
0,0,-1.00,-1.00
667,0,9.56,-1.00
1099,0,5.68,-1.00
623,0,9.23,-1.00
1140,0,9.98,-1.00
680,0,7.60,-1.00
5,0,15.00,-1.00
0,137,-1.00,15.45
0,615,-1.00,9.00
0,1227,-1.00,8.71
0,0,-1.00,-1.00
819,0,8.38,-1.00
0,0,-1.00,-1.00
0,935,-1.00,10.83
0,701,-1.00,13.07
847,0,7.56,-1.00
122,0,16.30,-1.00
1135,0,9.43,-1.00
1078,0,7.74,-1.00
764,0,6.25,-1.00
0,1175,-1.00,7.57
586,0,11.10,-1.00
1164,0,5.72,-1.00
650,0,7.60,-1.00
681,0,11.37,-1.00
959,0,8.62,-1.00
0,866,-1.00,10.05
113,0,15.58,-1.00
0,0,-1.00,-1.00
0,795,-1.00,8.16
808,0,7.71,-1.00
863,0,6.70,-1.00
848,0,6.88,-1.00
670,0,8.75,-1.00
616,0,8.67,-1.00
1083,0,9.53,-1.00
649,0,10.20,-1.00
0,703,-1.00,10.27
0,885,-1.00,13.49
0,854,-1.00,7.84
1236,0,9.27,-1.00
0,1071,-1.00,11.80
631,0,12.72,-1.00
810,0,8.34,-1.00
0,795,-1.00,9.34
649,0,10.54,-1.00
1184,0,8.40,-1.00
1000,0,12.88,-1.00
1030,0,6.75,-1.00
721,0,7.14,-1.00
656,0,10.09,-1.00
0,923,-1.00,6.86
0,667,-1.00,10.72
884,0,6.59,-1.00
750,0,9.44,-1.00
0,824,-1.00,6.09
0,1311,-1.00,7.90
1169,0,9.78,-1.00
17,0,17.94,-1.00
798,0,6.18,-1.00
964,0,6.92,-1.00
631,0,9.80,-1.00
0,1092,-1.00,9.54
787,0,7.01,-1.00
677,0,8.92,-1.00
1373,0,7.09,-1.00
0,1138,-1.00,10.35
908,0,7.46,-1.00
664,0,8.36,-1.00
0,689,-1.00,10.09
872,0,8.52,-1.00
707,0,9.93,-1.00
0,0,-1.00,-1.00
808,0,8.08,-1.00
0,667,-1.00,11.04
0,1173,-1.00,7.31
1216,0,5.64,-1.00
1040,0,6.96,-1.00
810,0,9.80,-1.00
1120,0,6.90,-1.00
1050,0,9.62,-1.00
0,702,-1.00,10.02
0,816,-1.00,9.58
0,771,-1.00,8.47
968,0,6.40,-1.00
0,0,-1.00,-1.00
0,773,-1.00,13.59
0,584,-1.00,14.77
907,0,12.06,-1.00
1276,0,7.92,-1.00
562,0,11.40,-1.00
0,0,-1.00,-1.00
0,701,-1.00,8.17
676,0,14.64,-1.00
619,0,11.39,-1.00
1084,0,8.10,-1.00
1072,0,6.79,-1.00
1028,0,8.59,-1.00
