pop1,pop2,k1,k2
707,0,9.19,-1.00
103,0,16.73,-1.00
1390,0,7.17,-1.00
0,616,-1.00,14.29
484,0,14.55,-1.00
1019,0,11.84,-1.00
637,0,8.63,-1.00
0,655,-1.00,11.00
647,0,12.22,-1.00
682,0,11.12,-1.00
994,0,6.52,-1.00
729,0,11.69,-1.00
858,0,9.96,-1.00
840,0,7.84,-1.00
716,0,10.46,-1.00
0,1140,-1.00,8.61
936,0,11.92,-1.00
0,899,-1.00,10.91
727,0,9.29,-1.00
1098,0,10.97,-1.00
0,192,-1.00,15.86
729,0,9.41,-1.00
948,0,13.97,-1.00
0,364,-1.00,14.69
1107,0,10.18,-1.00
0,596,-1.00,10.89
0,0,-1.00,-1.00
1087,0,9.40,-1.00
725,0,10.74,-1.00
658,0,11.03,-1.00
0,540,-1.00,12.83
0,824,-1.00,8.99
752,0,10.00,-1.00
1146,0,8.61,-1.00
0,1050,-1.00,11.31
643,0,13.03,-1.00
521,0,12.78,-1.00
1219,0,9.40,-1.00
894,0,11.94,-1.00
375,0,14.77,-1.00
0,674,-1.00,9.77
0,561,-1.00,11.70
2,0,18.00,-1.00
0,763,-1.00,9.01
0,6,-1.00,20.83
585,0,9.59,-1.00
588,0,14.15,-1.00
450,0,14.75,-1.00
0,0,-1.00,-1.00
681,0,10.33,-1.00
0,125,-1.00,15.66
767,0,9.02,-1.00
890,0,8.15,-1.00
0,0,-1.00,-1.00
704,0,10.37,-1.00
0,630,-1.00,12.60
697,0,14.93,-1.00
586,0,13.35,-1.00
822,0,9.65,-1.00
0,1078,-1.00,9.58
0,16,-1.00,16.75
962,0,12.30,-1.00
692,0,8.00,-1.00
811,0,10.73,-1.00
0,782,-1.00,12.55
658,0,9.15,-1.00
1,0,16.00,-1.00
0,990,-1.00,10.14
854,0,10.31,-1.00
762,0,11.59,-1.00
924,0,12.41,-1.00
0,1235,-1.00,9.33
0,812,-1.00,8.13
607,0,11.90,-1.00
896,0,8.65,-1.00
0,993,-1.00,11.22
773,0,10.09,-1.00
0,879,-1.00,9.37
0,139,-1.00,16.37
778,0,14.53,-1.00
787,0,8.61,-1.00
0,174,-1.00,14.37
603,0,11.76,-1.00
0,703,-1.00,10.87
788,0,10.54,-1.00
836,0,8.47,-1.00
0,322,-1.00,14.62
32,0,16.38,-1.00
681,0,13.53,-1.00
0,698,-1.00,11.97
572,0,12.68,-1.00
710,0,8.79,-1.00
0,894,-1.00,13.30
802,0,9.66,-1.00
0,5,-1.00,21.80
814,0,10.69,-1.00
874,0,10.17,-1.00
0,592,-1.00,11.26
0,0,-1.00,-1.00
724,0,8.79,-1.00
