pop1,pop2,k1,k2
890,0,6.73,-1.00
945,0,7.46,-1.00
0,798,-1.00,6.04
763,0,9.52,-1.00
633,0,10.91,-1.00
656,0,11.94,-1.00
838,0,6.50,-1.00
0,0,-1.00,-1.00
1202,0,7.58,-1.00
21,0,17.95,-1.00
0,1112,-1.00,8.96
1172,0,6.64,-1.00
829,0,5.89,-1.00
1092,0,7.99,-1.00
0,723,-1.00,12.00
695,0,10.50,-1.00
813,0,7.80,-1.00
0,717,-1.00,12.01
943,0,12.24,-1.00
886,0,7.86,-1.00
0,752,-1.00,9.63
987,0,7.82,-1.00
751,0,9.52,-1.00
3,0,23.00,-1.00
722,0,8.96,-1.00
1294,0,6.89,-1.00
384,0,15.47,-1.00
1212,0,6.97,-1.00
826,0,8.55,-1.00
570,0,11.63,-1.00
0,838,-1.00,7.30
860,0,7.54,-1.00
887,0,7.61,-1.00
0,853,-1.00,11.12
937,0,8.77,-1.00
0,0,-1.00,-1.00
0,666,-1.00,11.00
0,131,-1.00,15.06
0,1041,-1.00,10.13
793,0,8.51,-1.00
746,0,9.73,-1.00
773,0,7.40,-1.00
884,0,6.55,-1.00
757,0,11.08,-1.00
1225,0,6.72,-1.00
778,0,9.97,-1.00
914,0,12.15,-1.00
732,0,9.58,-1.00
766,0,9.02,-1.00
0,641,-1.00,11.26
0,860,-1.00,7.51
0,745,-1.00,8.03
885,0,5.59,-1.00
0,78,-1.00,15.31
896,0,7.42,-1.00
714,0,9.46,-1.00
0,743,-1.00,8.88
639,0,9.06,-1.00
0,911,-1.00,7.75
0,679,-1.00,11.13
685,0,10.23,-1.00
562,0,11.04,-1.00
935,0,6.79,-1.00
892,0,12.68,-1.00
1206,0,7.56,-1.00
697,0,7.47,-1.00
764,0,8.76,-1.00
973,0,8.84,-1.00
0,733,-1.00,7.79
713,0,9.12,-1.00
680,0,9.00,-1.00
976,0,9.36,-1.00
0,704,-1.00,8.50
0,760,-1.00,9.13
1004,0,5.54,-1.00
0,968,-1.00,6.70
3,0,21.33,-1.00
0,785,-1.00,8.24
0,739,-1.00,9.48
621,0,9.31,-1.00
790,0,7.06,-1.00
0,899,-1.00,6.62
842,0,6.59,-1.00
754,0,7.47,-1.00
0,1074,-1.00,9.59
1059,0,8.79,-1.00
967,0,6.14,-1.00
800,0,9.57,-1.00
657,0,12.07,-1.00
0,692,-1.00,10.48
0,621,-1.00,9.73
952,0,11.50,-1.00
665,0,9.89,-1.00
785,0,9.10,-1.00
722,0,8.47,-1.00
906,0,6.08,-1.00
1077,0,7.60,-1.00
0,1102,-1.00,7.46
837,0,6.87,-1.00
759,0,6.99,-1.00
