pop1,pop2,k1,k2
516,0,13.45,-1.00
897,0,6.59,-1.00
1110,0,7.42,-1.00
992,0,5.62,-1.00
0,1301,-1.00,6.07
0,466,-1.00,13.94
942,0,6.03,-1.00
0,1257,-1.00,6.51
1166,0,6.45,-1.00
0,1084,-1.00,8.86
1234,0,6.17,-1.00
1015,0,6.01,-1.00
1146,0,4.27,-1.00
1136,0,12.21,-1.00
1044,0,6.48,-1.00
0,652,-1.00,8.36
0,840,-1.00,6.92
1331,0,7.27,-1.00
942,0,4.63,-1.00
926,0,5.78,-1.00
0,677,-1.00,11.67
0,1056,-1.00,7.46
842,0,8.97,-1.00
0,1316,-1.00,5.98
774,0,6.98,-1.00
1016,0,6.05,-1.00
799,0,8.34,-1.00
799,0,6.39,-1.00
0,0,-1.00,-1.00
1249,0,5.24,-1.00
889,0,7.10,-1.00
1416,0,7.38,-1.00
0,769,-1.00,6.57
1376,0,4.37,-1.00
1115,0,6.05,-1.00
1058,0,5.32,-1.00
1158,0,9.77,-1.00
1362,0,6.24,-1.00
0,881,-1.00,7.10
767,0,7.20,-1.00
0,593,-1.00,10.53
0,863,-1.00,7.83
498,0,12.22,-1.00
803,0,6.53,-1.00
798,0,8.05,-1.00
1207,0,7.25,-1.00
917,0,7.68,-1.00
0,703,-1.00,7.36
779,0,4.91,-1.00
764,0,7.18,-1.00
1022,0,5.48,-1.00
1170,0,7.07,-1.00
0,848,-1.00,7.05
1114,0,10.26,-1.00
785,0,6.04,-1.00
744,0,7.42,-1.00
0,1149,-1.00,4.37
0,1042,-1.00,6.20
0,736,-1.00,7.12
1114,0,4.54,-1.00
879,0,8.62,-1.00
879,0,7.59,-1.00
0,982,-1.00,8.32
786,0,6.41,-1.00
0,679,-1.00,11.54
0,1175,-1.00,8.65
0,728,-1.00,7.13
746,0,11.15,-1.00
863,0,5.08,-1.00
834,0,5.26,-1.00
0,666,-1.00,9.24
0,1266,-1.00,6.64
0,1353,-1.00,7.38
981,0,5.39,-1.00
0,0,-1.00,-1.00
0,1095,-1.00,5.46
0,1077,-1.00,5.37
0,1274,-1.00,7.94
0,0,-1.00,-1.00
0,676,-1.00,7.33
0,708,-1.00,7.39
0,566,-1.00,13.66
0,861,-1.00,4.97
1136,0,6.22,-1.00
0,1156,-1.00,6.70
1183,0,8.11,-1.00
0,871,-1.00,6.47
0,940,-1.00,6.15
0,668,-1.00,9.56
1048,0,5.34,-1.00
0,1368,-1.00,7.35
1181,0,6.23,-1.00
0,717,-1.00,8.32
730,0,9.65,-1.00
650,0,8.59,-1.00
629,0,9.03,-1.00
725,0,6.46,-1.00
1209,0,8.10,-1.00
675,0,9.35,-1.00
724,0,8.48,-1.00
