pop1,pop2,k1,k2
0,741,-1.00,2.59
0,790,-1.00,2.39
0,703,-1.00,3.43
0,792,-1.00,2.58
0,673,-1.00,3.39
0,790,-1.00,2.08
0,664,-1.00,2.88
0,668,-1.00,2.96
0,757,-1.00,2.72
0,785,-1.00,2.30
0,676,-1.00,2.72
0,793,-1.00,2.53
0,715,-1.00,3.02
0,696,-1.00,3.07
0,812,-1.00,1.98
0,727,-1.00,3.13
0,746,-1.00,2.74
0,809,-1.00,2.39
0,675,-1.00,3.22
0,768,-1.00,2.47
0,653,-1.00,3.02
0,700,-1.00,2.69
0,758,-1.00,2.81
0,710,-1.00,3.27
0,680,-1.00,3.30
0,742,-1.00,3.27
0,758,-1.00,2.92
0,815,-1.00,2.21
0,774,-1.00,2.41
0,800,-1.00,2.36
0,758,-1.00,2.72
0,890,-1.00,1.00
0,628,-1.00,3.49
0,885,-1.00,1.69
0,789,-1.00,2.34
0,744,-1.00,2.61
0,688,-1.00,2.61
0,754,-1.00,2.62
0,782,-1.00,2.26
0,692,-1.00,3.21
0,790,-1.00,2.59
0,717,-1.00,2.45
0,811,-1.00,2.00
0,708,-1.00,3.11
0,726,-1.00,3.46
0,830,-1.00,2.27
0,683,-1.00,3.28
0,776,-1.00,2.92
0,721,-1.00,2.57
0,704,-1.00,3.19
0,750,-1.00,2.46
0,801,-1.00,2.96
0,754,-1.00,2.72
0,726,-1.00,2.60
0,692,-1.00,2.85
0,767,-1.00,2.34
0,842,-1.00,2.17
0,732,-1.00,2.94
0,779,-1.00,2.74
0,731,-1.00,2.59
0,654,-1.00,2.46
0,710,-1.00,2.77
0,784,-1.00,2.67
0,850,-1.00,2.32
0,723,-1.00,2.80
0,712,-1.00,2.45
0,767,-1.00,2.71
0,818,-1.00,2.02
0,799,-1.00,2.45
0,744,-1.00,2.56
0,810,-1.00,2.70
0,863,-1.00,1.91
0,744,-1.00,2.39
0,765,-1.00,2.82
0,780,-1.00,2.32
0,786,-1.00,2.79
0,729,-1.00,2.44
0,802,-1.00,1.99
0,827,-1.00,2.22
0,747,-1.00,2.32
0,735,-1.00,3.20
0,729,-1.00,2.95
0,702,-1.00,3.30
0,789,-1.00,1.95
0,728,-1.00,3.14
0,790,-1.00,2.55
0,668,-1.00,3.38
0,690,-1.00,3.15
0,747,-1.00,2.82
0,781,-1.00,2.76
0,684,-1.00,3.10
0,753,-1.00,2.69
0,796,-1.00,2.71
0,717,-1.00,3.51
0,849,-1.00,2.21
0,682,-1.00,2.39
0,736,-1.00,2.64
0,788,-1.00,2.54
697,0,3.17,-1.00
0,655,-1.00,2.91
