pop1,pop2,k1,k2
0,825,-1.00,2.28
0,682,-1.00,3.47
730,0,3.89,-1.00
696,0,3.07,-1.00
0,802,-1.00,2.21
0,879,-1.00,1.12
0,795,-1.00,2.05
0,692,-1.00,3.08
0,754,-1.00,3.03
0,699,-1.00,2.83
0,799,-1.00,1.91
0,712,-1.00,3.08
0,735,-1.00,3.20
0,798,-1.00,2.47
0,705,-1.00,2.42
0,763,-1.00,2.32
0,686,-1.00,3.07
0,758,-1.00,2.35
0,794,-1.00,2.47
657,0,3.51,-1.00
0,777,-1.00,2.72
0,697,-1.00,2.92
0,686,-1.00,2.64
0,777,-1.00,2.71
0,821,-1.00,2.30
0,707,-1.00,3.09
0,783,-1.00,1.98
0,785,-1.00,2.56
0,879,-1.00,1.23
745,0,2.49,-1.00
0,619,-1.00,3.57
0,813,-1.00,2.56
657,0,3.74,-1.00
0,695,-1.00,3.27
0,720,-1.00,2.85
783,0,2.79,-1.00
0,734,-1.00,2.99
0,787,-1.00,1.97
0,739,-1.00,3.06
0,675,-1.00,2.64
0,701,-1.00,3.16
0,833,-1.00,1.75
0,811,-1.00,2.32
0,731,-1.00,3.03
0,704,-1.00,3.37
0,832,-1.00,2.08
0,700,-1.00,2.65
0,830,-1.00,2.32
0,724,-1.00,2.98
0,677,-1.00,3.56
0,746,-1.00,2.70
0,625,-1.00,3.28
0,718,-1.00,2.67
0,774,-1.00,2.57
0,679,-1.00,2.97
621,0,3.95,-1.00
0,736,-1.00,3.03
0,856,-1.00,1.67
0,826,-1.00,2.04
0,751,-1.00,2.84
0,765,-1.00,2.30
0,678,-1.00,3.25
0,832,-1.00,1.94
0,691,-1.00,3.30
0,761,-1.00,3.01
0,892,-1.00,1.06
0,680,-1.00,2.74
0,768,-1.00,2.65
0,778,-1.00,3.01
0,739,-1.00,2.98
0,739,-1.00,3.05
0,773,-1.00,3.13
0,701,-1.00,3.11
0,708,-1.00,2.88
501,0,4.87,-1.00
0,832,-1.00,1.84
749,0,2.83,-1.00
0,786,-1.00,2.42
0,896,-1.00,1.67
706,0,3.26,-1.00
0,855,-1.00,1.35
0,705,-1.00,2.85
0,876,-1.00,1.90
688,0,3.50,-1.00
0,730,-1.00,2.57
0,662,-1.00,3.45
0,648,-1.00,3.35
0,762,-1.00,2.36
611,0,3.24,-1.00
0,772,-1.00,3.17
0,734,-1.00,3.26
0,766,-1.00,2.69
0,780,-1.00,2.69
0,748,-1.00,2.51
0,813,-1.00,1.90
0,720,-1.00,1.79
0,734,-1.00,3.16
0,789,-1.00,1.73
658,0,3.80,-1.00
0,889,-1.00,1.55
