pop1,pop2,k1,k2
0,821,-1.00,2.59
646,0,4.13,-1.00
832,0,2.54,-1.00
749,0,3.08,-1.00
0,637,-1.00,3.41
765,0,2.59,-1.00
678,0,3.02,-1.00
633,0,3.76,-1.00
531,0,4.84,-1.00
574,0,3.71,-1.00
742,0,3.04,-1.00
727,0,2.72,-1.00
718,0,2.58,-1.00
697,0,3.29,-1.00
614,0,4.51,-1.00
529,0,5.19,-1.00
656,0,4.17,-1.00
710,0,2.87,-1.00
656,0,4.00,-1.00
599,0,3.66,-1.00
0,644,-1.00,3.38
764,0,2.98,-1.00
0,797,-1.00,1.79
0,819,-1.00,2.08
735,0,2.67,-1.00
0,770,-1.00,2.30
0,750,-1.00,2.15
723,0,3.35,-1.00
0,762,-1.00,2.49
701,0,3.38,-1.00
0,832,-1.00,1.73
639,0,3.36,-1.00
0,777,-1.00,2.67
654,0,3.39,-1.00
770,0,2.54,-1.00
731,0,3.43,-1.00
718,0,2.35,-1.00
717,0,2.93,-1.00
0,864,-1.00,1.87
741,0,3.21,-1.00
744,0,2.59,-1.00
627,0,3.78,-1.00
0,771,-1.00,2.48
762,0,3.04,-1.00
556,0,5.08,-1.00
785,0,2.66,-1.00
770,0,2.61,-1.00
0,677,-1.00,3.23
718,0,3.13,-1.00
679,0,3.39,-1.00
0,701,-1.00,3.07
0,703,-1.00,2.47
0,717,-1.00,2.84
768,0,2.55,-1.00
746,0,2.70,-1.00
768,0,2.61,-1.00
782,0,2.25,-1.00
738,0,2.38,-1.00
767,0,2.84,-1.00
761,0,2.85,-1.00
0,775,-1.00,2.33
758,0,2.92,-1.00
760,0,2.62,-1.00
641,0,3.22,-1.00
0,844,-1.00,1.69
0,838,-1.00,2.16
0,671,-1.00,3.02
669,0,3.20,-1.00
0,812,-1.00,1.83
0,757,-1.00,2.13
0,796,-1.00,2.69
762,0,2.60,-1.00
727,0,2.95,-1.00
0,834,-1.00,1.81
682,0,3.19,-1.00
0,801,-1.00,1.87
600,0,4.01,-1.00
551,0,5.14,-1.00
0,771,-1.00,2.54
650,0,3.78,-1.00
0,800,-1.00,2.37
595,0,3.71,-1.00
681,0,3.27,-1.00
0,790,-1.00,2.50
709,0,2.83,-1.00
578,0,4.58,-1.00
714,0,3.32,-1.00
0,708,-1.00,2.96
726,0,2.52,-1.00
523,0,5.26,-1.00
689,0,3.74,-1.00
617,0,3.51,-1.00
807,0,2.58,-1.00
709,0,2.84,-1.00
0,829,-1.00,1.52
0,881,-1.00,1.99
0,683,-1.00,3.39
714,0,2.89,-1.00
0,718,-1.00,3.00
718,0,3.25,-1.00
