pop1,pop2,k1,k2
0,712,-1.00,2.74
0,751,-1.00,2.64
0,733,-1.00,3.02
0,777,-1.00,2.06
0,671,-1.00,3.37
0,674,-1.00,2.81
0,824,-1.00,2.08
593,0,4.11,-1.00
0,812,-1.00,2.08
807,0,2.81,-1.00
0,683,-1.00,3.29
721,0,3.24,-1.00
0,722,-1.00,3.75
778,0,2.39,-1.00
0,810,-1.00,2.40
0,678,-1.00,3.37
0,696,-1.00,2.64
0,793,-1.00,2.22
0,740,-1.00,2.84
0,827,-1.00,1.90
0,712,-1.00,2.99
0,740,-1.00,2.75
716,0,3.11,-1.00
704,0,2.69,-1.00
661,0,3.03,-1.00
725,0,2.74,-1.00
0,565,-1.00,5.18
621,0,4.52,-1.00
0,835,-1.00,1.37
0,721,-1.00,2.94
0,768,-1.00,2.01
0,825,-1.00,1.93
0,908,-1.00,0.90
0,622,-1.00,3.56
0,723,-1.00,3.06
0,670,-1.00,3.19
0,719,-1.00,3.17
0,776,-1.00,2.72
0,763,-1.00,2.77
790,0,2.52,-1.00
0,693,-1.00,3.05
0,713,-1.00,2.99
0,854,-1.00,2.12
0,764,-1.00,2.58
0,775,-1.00,1.95
800,0,2.59,-1.00
0,786,-1.00,2.31
0,860,-1.00,1.85
0,719,-1.00,3.09
0,595,-1.00,4.00
0,714,-1.00,2.80
0,824,-1.00,1.77
0,664,-1.00,3.17
703,0,3.04,-1.00
0,761,-1.00,2.28
0,722,-1.00,2.93
0,816,-1.00,2.22
0,796,-1.00,1.76
0,704,-1.00,2.74
0,725,-1.00,2.96
0,656,-1.00,3.15
725,0,2.76,-1.00
0,791,-1.00,1.65
0,733,-1.00,2.95
756,0,2.60,-1.00
0,745,-1.00,2.39
726,0,3.17,-1.00
0,777,-1.00,1.64
0,755,-1.00,2.89
664,0,3.46,-1.00
0,642,-1.00,3.55
760,0,3.03,-1.00
0,817,-1.00,2.12
0,643,-1.00,4.10
0,696,-1.00,3.27
0,763,-1.00,2.58
0,790,-1.00,2.11
673,0,3.63,-1.00
0,872,-1.00,2.03
0,749,-1.00,2.77
0,697,-1.00,2.75
750,0,3.05,-1.00
710,0,2.68,-1.00
748,0,2.45,-1.00
696,0,3.48,-1.00
644,0,3.43,-1.00
648,0,3.19,-1.00
0,750,-1.00,2.52
0,741,-1.00,3.16
0,803,-1.00,1.99
0,824,-1.00,2.51
0,707,-1.00,2.87
0,731,-1.00,2.60
0,774,-1.00,2.28
0,814,-1.00,2.83
696,0,3.26,-1.00
0,718,-1.00,2.68
0,761,-1.00,2.48
0,752,-1.00,2.44
676,0,3.35,-1.00
