pop1,pop2,k1,k2
0,765,-1.00,2.14
0,796,-1.00,1.88
0,773,-1.00,2.33
0,819,-1.00,2.42
0,866,-1.00,2.16
0,727,-1.00,3.37
0,758,-1.00,2.08
0,752,-1.00,2.80
0,747,-1.00,2.77
0,686,-1.00,3.09
0,737,-1.00,2.95
0,768,-1.00,2.75
0,872,-1.00,2.07
0,761,-1.00,3.25
0,762,-1.00,2.45
0,681,-1.00,3.27
0,844,-1.00,2.29
0,796,-1.00,2.14
0,764,-1.00,2.70
0,779,-1.00,1.72
0,748,-1.00,2.74
0,666,-1.00,3.04
0,738,-1.00,2.58
0,808,-1.00,1.98
0,690,-1.00,3.51
0,726,-1.00,2.97
0,746,-1.00,3.48
0,873,-1.00,1.68
0,784,-1.00,2.82
0,847,-1.00,1.56
0,810,-1.00,1.78
0,785,-1.00,2.52
0,676,-1.00,3.03
0,763,-1.00,2.26
0,826,-1.00,1.89
0,800,-1.00,2.77
0,709,-1.00,2.87
0,846,-1.00,2.19
0,686,-1.00,3.42
0,750,-1.00,2.63
0,816,-1.00,2.53
0,741,-1.00,2.98
0,754,-1.00,2.66
751,0,2.46,-1.00
0,742,-1.00,3.04
0,823,-1.00,2.52
0,746,-1.00,2.81
0,840,-1.00,1.85
664,0,3.42,-1.00
0,758,-1.00,2.43
0,757,-1.00,2.74
0,711,-1.00,3.11
0,594,-1.00,4.20
0,751,-1.00,2.52
0,729,-1.00,2.58
0,690,-1.00,3.69
0,696,-1.00,2.93
0,783,-1.00,2.16
0,831,-1.00,2.05
693,0,2.48,-1.00
680,0,3.11,-1.00
0,704,-1.00,2.93
0,814,-1.00,1.66
0,793,-1.00,2.05
0,734,-1.00,2.59
0,750,-1.00,2.73
0,771,-1.00,1.68
0,691,-1.00,2.90
0,770,-1.00,2.75
0,713,-1.00,2.83
0,744,-1.00,2.35
0,736,-1.00,3.13
0,889,-1.00,1.26
0,700,-1.00,2.87
0,757,-1.00,2.69
0,794,-1.00,2.39
0,719,-1.00,2.60
0,773,-1.00,2.53
0,690,-1.00,3.15
0,729,-1.00,3.13
0,798,-1.00,2.22
0,717,-1.00,3.07
0,673,-1.00,3.45
0,662,-1.00,3.40
0,807,-1.00,1.82
0,675,-1.00,3.22
0,718,-1.00,3.02
0,798,-1.00,2.30
0,754,-1.00,2.56
0,671,-1.00,3.02
0,680,-1.00,2.98
0,718,-1.00,2.96
0,659,-1.00,3.50
0,729,-1.00,2.81
0,703,-1.00,2.97
0,706,-1.00,3.01
0,771,-1.00,2.43
790,0,2.22,-1.00
0,765,-1.00,2.65
0,840,-1.00,1.98
