pop1,pop2,k1,k2
905,0,1.24,-1.00
312,575,1.09,1.18
902,0,1.28,-1.00
0,1075,-1.00,-0.73
910,0,1.23,-1.00
272,685,1.14,0.21
846,0,1.38,-1.00
0,873,-1.00,0.87
888,0,1.18,-1.00
896,0,1.06,-1.00
919,0,1.11,-1.00
0,944,-1.00,1.06
0,991,-1.00,0.13
0,932,-1.00,0.27
822,0,1.33,-1.00
440,404,1.33,1.23
53,897,0.98,0.66
860,0,0.97,-1.00
842,0,1.24,-1.00
687,222,1.16,1.29
858,0,0.96,-1.00
880,0,1.21,-1.00
832,0,1.32,-1.00
872,0,1.26,-1.00
896,0,1.07,-1.00
546,344,1.22,0.94
0,834,-1.00,1.26
929,0,1.23,-1.00
917,0,1.18,-1.00
874,0,1.13,-1.00
877,0,1.17,-1.00
0,962,-1.00,0.06
906,0,1.14,-1.00
813,0,1.15,-1.00
891,0,0.94,-1.00
0,986,-1.00,0.04
640,243,1.42,1.24
870,0,1.25,-1.00
0,868,-1.00,0.68
0,926,-1.00,0.28
0,943,-1.00,0.36
917,0,1.03,-1.00
821,0,1.11,-1.00
280,625,1.26,1.09
858,1,1.48,2.00
811,0,1.35,-1.00
863,0,1.08,-1.00
869,0,1.24,-1.00
521,377,1.37,1.32
905,0,1.05,-1.00
860,0,1.09,-1.00
967,0,1.14,-1.00
863,0,1.34,-1.00
935,0,1.05,-1.00
0,946,-1.00,0.37
841,0,1.22,-1.00
888,0,1.30,-1.00
880,0,1.10,-1.00
911,0,1.09,-1.00
0,877,-1.00,1.00
0,1009,-1.00,0.07
935,0,1.12,-1.00
910,0,1.10,-1.00
932,0,1.03,-1.00
787,0,1.53,-1.00
884,0,1.13,-1.00
937,0,1.21,-1.00
881,0,1.24,-1.00
856,0,1.18,-1.00
0,884,-1.00,1.03
863,0,1.46,-1.00
925,0,1.20,-1.00
864,0,1.09,-1.00
868,0,1.11,-1.00
897,0,1.37,-1.00
857,0,1.60,-1.00
124,781,1.45,1.09
871,0,1.13,-1.00
0,1031,-1.00,0.06
880,0,1.36,-1.00
888,0,1.21,-1.00
368,573,1.22,1.11
0,1018,-1.00,0.15
0,824,-1.00,1.36
881,0,1.17,-1.00
869,0,1.26,-1.00
955,0,1.19,-1.00
958,0,1.18,-1.00
880,0,1.28,-1.00
873,0,0.91,-1.00
872,0,1.26,-1.00
0,925,-1.00,0.40
0,931,-1.00,1.15
836,0,1.31,-1.00
0,995,-1.00,0.05
0,951,-1.00,0.22
830,0,1.30,-1.00
935,0,1.05,-1.00
777,0,1.73,-1.00
916,0,0.99,-1.00
