pop1,pop2,k1,k2
0,1636,-1.00,0.03
0,1704,-1.00,-0.10
0,1417,-1.00,0.76
1208,0,1.59,-1.00
0,1299,-1.00,0.42
0,0,-1.00,-1.00
1350,0,1.60,-1.00
1116,0,1.85,-1.00
0,0,-1.00,-1.00
0,1051,-1.00,1.15
939,0,1.69,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1120,-1.00,0.69
1155,0,1.67,-1.00
0,1324,-1.00,0.97
0,1114,-1.00,0.65
0,1151,-1.00,0.78
0,1320,-1.00,0.63
390,727,1.91,1.51
1198,0,2.35,-1.00
1072,0,1.40,-1.00
0,1122,-1.00,0.98
445,1116,1.48,1.86
935,0,1.68,-1.00
0,1173,-1.00,0.65
1238,0,1.83,-1.00
0,979,-1.00,0.99
0,1494,-1.00,1.83
0,1683,-1.00,0.83
915,0,1.51,-1.00
0,1787,-1.00,0.60
0,1769,-1.00,1.40
0,0,-1.00,-1.00
0,1620,-1.00,0.66
0,1352,-1.00,0.27
0,1280,-1.00,0.89
954,0,2.03,-1.00
1058,0,1.74,-1.00
1165,0,1.44,-1.00
23,1380,3.87,1.77
0,1346,-1.00,0.54
0,1349,-1.00,0.97
0,1159,-1.00,1.39
1063,0,1.70,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1070,-1.00,0.80
979,0,1.56,-1.00
1791,0,1.59,-1.00
0,0,-1.00,-1.00
973,0,1.79,-1.00
0,1088,-1.00,0.51
995,0,1.59,-1.00
0,1720,-1.00,0.80
0,1023,-1.00,1.74
1331,0,1.80,-1.00
1589,0,2.08,-1.00
1396,0,1.93,-1.00
0,0,-1.00,-1.00
0,1574,-1.00,0.64
0,1507,-1.00,0.43
1014,0,1.70,-1.00
0,1799,-1.00,-0.09
1727,0,1.89,-1.00
57,1586,0.82,0.81
946,0,1.90,-1.00
1042,0,2.14,-1.00
0,1153,-1.00,1.55
914,0,2.07,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1507,0,1.93,-1.00
0,1703,-1.00,0.68
0,1410,-1.00,0.97
0,1661,-1.00,0.52
0,1463,-1.00,0.05
1038,0,2.38,-1.00
0,1467,-1.00,0.85
1155,0,1.88,-1.00
0,1258,-1.00,0.86
0,1015,-1.00,0.18
0,1162,-1.00,0.56
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1086,0,1.88,-1.00
0,1145,-1.00,0.70
807,141,1.97,1.78
1220,0,1.49,-1.00
0,0,-1.00,-1.00
1366,0,1.86,-1.00
0,1402,-1.00,1.19
1383,0,1.91,-1.00
0,1011,-1.00,1.86
1483,0,1.85,-1.00
1054,0,1.95,-1.00
1606,0,1.73,-1.00
1302,0,2.01,-1.00
0,2022,-1.00,0.62
