pop1,pop2,k1,k2
0,1048,-1.00,0.20
78,1215,0.91,0.20
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
440,708,1.41,0.42
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1150,-1.00,0.22
1264,0,1.04,-1.00
0,1162,-1.00,0.36
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1203,-1.00,0.32
0,1415,-1.00,0.25
0,0,-1.00,-1.00
0,1268,-1.00,0.10
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
768,781,1.30,0.94
990,0,1.27,-1.00
0,1200,-1.00,0.16
0,1123,-1.00,0.12
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1053,-1.00,0.22
0,1038,-1.00,0.06
0,2091,-1.00,-0.18
0,0,-1.00,-1.00
5,1496,1.00,1.35
1825,0,1.18,-1.00
0,0,-1.00,-1.00
590,364,1.49,1.23
0,952,-1.00,0.25
0,0,-1.00,-1.00
0,0,-1.00,-1.00
950,919,1.43,1.39
28,1049,0.36,-0.03
0,1482,-1.00,-0.02
0,0,-1.00,-1.00
630,596,1.09,1.16
0,1254,-1.00,1.18
0,0,-1.00,-1.00
1127,55,1.40,1.02
703,1027,1.32,1.25
0,0,-1.00,-1.00
0,0,-1.00,-1.00
96,1591,1.32,0.39
0,1831,-1.00,0.73
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1893,-1.00,0.08
0,1306,-1.00,0.27
92,1077,1.67,0.40
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1603,-1.00,-0.18
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
994,0,1.41,-1.00
0,0,-1.00,-1.00
62,1298,1.00,0.47
0,0,-1.00,-1.00
13,1515,1.77,0.31
0,945,-1.00,1.12
498,592,1.75,1.11
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1090,-1.00,0.08
0,1235,-1.00,0.44
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1548,-1.00,0.83
0,1677,-1.00,1.05
0,0,-1.00,-1.00
0,1113,-1.00,0.11
0,1700,-1.00,0.94
0,1456,-1.00,0.51
0,1648,-1.00,0.30
0,1100,-1.00,0.24
0,1114,-1.00,0.37
0,0,-1.00,-1.00
127,1269,0.69,0.33
980,0,1.13,-1.00
0,1763,-1.00,0.25
1243,0,1.16,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1290,-1.00,0.13
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1247,0,1.28,-1.00
0,0,-1.00,-1.00
584,397,0.89,0.91
0,1933,-1.00,0.15
