pop1,pop2,k1,k2
0,917,-1.00,0.51
947,56,0.58,0.86
0,1074,-1.00,-0.43
543,465,0.82,0.59
61,878,2.05,0.53
999,0,0.68,-1.00
998,0,0.60,-1.00
877,0,0.67,-1.00
0,1070,-1.00,-0.47
0,903,-1.00,0.66
538,409,0.59,0.49
133,807,1.07,0.58
261,639,0.55,0.80
0,1004,-1.00,0.55
353,587,0.37,0.59
0,885,-1.00,0.70
82,873,1.29,0.36
0,1083,-1.00,-0.46
747,199,0.69,0.93
841,30,0.89,0.87
0,1070,-1.00,-0.38
0,935,-1.00,0.51
476,524,0.69,0.50
0,1044,-1.00,-0.38
0,1084,-1.00,-0.53
642,288,0.47,0.57
0,985,-1.00,0.41
0,1022,-1.00,0.10
872,11,0.83,1.91
833,101,0.52,1.20
0,983,-1.00,-0.00
0,1081,-1.00,-0.42
869,33,0.64,0.48
97,793,0.54,0.68
0,1050,-1.00,-0.35
0,1049,-1.00,-0.37
0,903,-1.00,0.61
139,734,0.21,0.69
0,901,-1.00,0.64
0,974,-1.00,-0.44
0,1064,-1.00,-0.37
181,819,0.56,0.58
0,1035,-1.00,0.48
489,464,0.57,0.07
0,969,-1.00,0.64
620,331,0.67,0.52
301,632,0.76,0.61
0,1032,-1.00,-0.26
0,929,-1.00,0.45
21,1024,0.43,-0.50
0,921,-1.00,0.68
0,1027,-1.00,-0.44
0,909,-1.00,0.62
797,148,0.55,0.63
0,975,-1.00,0.01
26,934,0.96,0.61
929,0,0.53,-1.00
0,1034,-1.00,-0.39
0,1073,-1.00,-0.40
0,996,-1.00,-0.35
0,1002,-1.00,-0.46
204,697,0.82,0.62
728,198,0.63,0.72
259,698,0.83,0.83
68,887,0.59,0.53
931,0,0.56,-1.00
0,1120,-1.00,-0.38
70,856,0.53,0.72
142,760,0.41,0.53
0,998,-1.00,-0.41
0,1069,-1.00,-0.41
684,252,0.88,0.48
384,509,0.74,0.61
0,1010,-1.00,-0.27
0,962,-1.00,0.56
0,908,-1.00,0.65
728,233,0.58,0.79
568,372,0.59,0.63
901,0,0.76,-1.00
617,375,0.63,0.86
0,961,-1.00,0.57
163,804,0.53,0.49
0,1020,-1.00,-0.34
985,0,0.56,-1.00
0,910,-1.00,0.59
960,0,0.49,-1.00
289,597,0.71,0.49
0,916,-1.00,0.65
934,0,0.76,-1.00
0,941,-1.00,0.49
8,1015,2.12,-0.29
115,756,1.12,0.81
62,1006,0.24,-0.23
0,1092,-1.00,-0.39
0,1038,-1.00,-0.41
217,651,0.82,0.72
0,1016,-1.00,-0.18
936,0,0.64,-1.00
0,1044,-1.00,-0.32
0,1007,-1.00,-0.26
