pop1,pop2,k1,k2
790,138,0.44,0.73
132,772,0.58,0.55
499,435,0.68,0.72
0,1047,-1.00,-0.32
0,993,-1.00,0.53
0,1049,-1.00,-0.50
27,1002,0.15,-0.34
0,924,-1.00,0.54
376,548,0.92,0.69
0,1154,-1.00,-1.41
0,1081,-1.00,-0.28
50,894,1.28,0.66
757,169,0.65,0.66
0,962,-1.00,-0.12
10,1038,0.00,-0.36
0,930,-1.00,0.70
0,1063,-1.00,-0.38
0,1050,-1.00,-0.25
695,158,0.69,0.63
0,1012,-1.00,-0.23
0,1008,-1.00,0.64
0,926,-1.00,0.63
0,911,-1.00,0.63
0,868,-1.00,0.67
0,939,-1.00,0.61
0,904,-1.00,0.71
477,457,0.79,0.55
32,904,0.06,0.47
448,544,0.59,0.72
0,916,-1.00,0.71
0,1036,-1.00,-0.24
491,461,0.65,0.48
0,1044,-1.00,-0.57
0,955,-1.00,0.54
0,970,-1.00,-0.12
0,984,-1.00,-0.41
798,127,0.69,0.35
0,1081,-1.00,-0.39
688,268,0.57,0.68
906,36,0.61,0.47
0,938,-1.00,-0.29
85,836,0.59,0.49
0,961,-1.00,0.47
0,972,-1.00,0.44
0,1016,-1.00,-0.48
494,484,0.43,0.64
0,1046,-1.00,-0.38
0,947,-1.00,0.54
0,942,-1.00,0.10
0,1054,-1.00,-0.47
0,951,-1.00,0.56
40,906,0.62,0.50
97,804,0.78,0.67
0,933,-1.00,0.55
43,909,1.28,0.52
146,826,0.63,0.43
0,891,-1.00,0.59
94,798,0.31,0.64
0,909,-1.00,0.48
210,743,0.45,0.55
837,142,0.47,1.01
0,992,-1.00,-0.35
0,952,-1.00,-0.42
346,601,0.79,0.60
0,957,-1.00,0.30
0,894,-1.00,0.69
101,894,0.23,-0.11
0,957,-1.00,0.56
345,598,0.66,0.51
0,939,-1.00,-0.06
0,1003,-1.00,0.83
0,949,-1.00,0.52
0,962,-1.00,0.60
366,592,0.60,0.62
0,941,-1.00,0.57
0,911,-1.00,0.59
346,615,0.60,0.44
0,1036,-1.00,-0.26
0,888,-1.00,0.68
770,189,0.63,0.82
0,918,-1.00,0.55
0,1017,-1.00,-0.48
11,951,1.27,0.50
0,1008,-1.00,-0.41
938,0,0.62,-1.00
0,948,-1.00,0.68
0,951,-1.00,0.65
144,774,0.68,0.76
0,993,-1.00,0.61
0,1045,-1.00,-0.32
0,986,-1.00,0.54
0,918,-1.00,0.54
0,997,-1.00,-0.44
130,870,0.69,-0.08
990,0,0.60,-1.00
713,218,0.65,0.44
0,1042,-1.00,-0.52
0,947,-1.00,0.56
0,1045,-1.00,-0.05
18,851,1.06,0.79
