pop1,pop2,k1,k2
102,1535,1.69,0.19
0,0,-1.00,-1.00
0,0,-1.00,-1.00
217,819,1.40,1.20
1812,0,1.28,-1.00
697,530,1.47,1.06
0,0,-1.00,-1.00
1568,0,1.30,-1.00
1182,0,1.15,-1.00
0,1182,-1.00,0.33
60,992,1.22,0.35
3,1622,1.67,0.21
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,997,-1.00,1.08
0,0,-1.00,-1.00
53,1074,1.83,0.05
0,1581,-1.00,0.22
0,0,-1.00,-1.00
1445,0,1.03,-1.00
0,1502,-1.00,-0.02
0,0,-1.00,-1.00
1153,0,1.08,-1.00
0,1408,-1.00,0.21
1427,0,1.25,-1.00
0,1274,-1.00,0.23
45,1072,1.29,0.34
0,1559,-1.00,0.16
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1061,0,1.40,-1.00
0,1237,-1.00,1.13
1669,0,1.09,-1.00
1451,32,1.21,1.75
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1090,0,1.32,-1.00
0,0,-1.00,-1.00
537,941,1.11,1.33
1161,3,1.16,3.00
1603,0,1.26,-1.00
0,0,-1.00,-1.00
269,837,1.43,1.15
0,0,-1.00,-1.00
1094,0,1.31,-1.00
0,0,-1.00,-1.00
818,477,0.95,0.79
1102,0,1.28,-1.00
1515,0,1.17,-1.00
0,1287,-1.00,0.21
1552,0,1.24,-1.00
5,1053,0.00,0.26
0,1794,-1.00,0.47
126,1735,1.56,0.38
0,1242,-1.00,0.19
0,1779,-1.00,0.02
1375,0,1.22,-1.00
1381,0,1.19,-1.00
29,1387,1.97,0.24
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1191,0,1.20,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1172,-1.00,0.47
0,1161,-1.00,0.02
1165,0,1.12,-1.00
0,0,-1.00,-1.00
599,518,1.50,1.03
0,1072,-1.00,0.37
0,0,-1.00,-1.00
946,0,1.27,-1.00
0,1247,-1.00,0.03
0,0,-1.00,-1.00
4,1141,2.00,0.18
281,1505,1.25,0.99
0,0,-1.00,-1.00
0,1631,-1.00,0.22
0,1394,-1.00,-0.22
1212,0,1.21,-1.00
1611,0,1.48,-1.00
1322,0,1.24,-1.00
0,1654,-1.00,0.29
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1268,-1.00,0.77
819,373,1.02,1.16
698,265,1.09,1.03
1180,0,1.15,-1.00
0,1006,-1.00,0.16
964,0,1.19,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
1684,0,1.20,-1.00
0,1361,-1.00,0.23
1115,23,1.13,1.74
0,1065,-1.00,1.43
0,0,-1.00,-1.00
