pop1,pop2,k1,k2
0,0,-1.00,-1.00
0,839,-1.00,6.28
0,901,-1.00,6.40
0,801,-1.00,6.05
0,1081,-1.00,6.90
0,730,-1.00,7.68
0,1370,-1.00,5.04
1195,0,6.46,-1.00
927,0,9.90,-1.00
0,1007,-1.00,6.34
0,1303,-1.00,4.69
0,775,-1.00,8.21
0,876,-1.00,5.29
0,1012,-1.00,6.85
0,0,-1.00,-1.00
995,0,9.83,-1.00
0,1106,-1.00,4.96
0,0,-1.00,-1.00
0,1066,-1.00,5.55
1035,0,5.79,-1.00
0,0,-1.00,-1.00
0,834,-1.00,6.30
0,951,-1.00,5.60
814,0,7.33,-1.00
0,970,-1.00,4.20
0,844,-1.00,7.69
0,1062,-1.00,8.98
0,847,-1.00,5.89
0,1421,-1.00,6.91
0,1159,-1.00,5.16
0,802,-1.00,4.93
888,0,9.31,-1.00
0,1004,-1.00,7.12
0,1051,-1.00,4.93
0,796,-1.00,5.46
0,1087,-1.00,6.11
0,1009,-1.00,5.71
0,997,-1.00,5.90
0,1345,-1.00,7.37
0,768,-1.00,5.46
1430,0,6.38,-1.00
0,1247,-1.00,7.24
0,791,-1.00,7.74
0,1033,-1.00,6.74
0,1376,-1.00,6.82
0,796,-1.00,6.35
0,892,-1.00,5.28
0,985,-1.00,4.01
0,1173,-1.00,6.40
1009,0,9.68,-1.00
0,1499,-1.00,6.06
0,1148,-1.00,6.61
0,1007,-1.00,5.60
0,1089,-1.00,5.61
952,0,10.23,-1.00
0,768,-1.00,9.17
0,840,-1.00,5.63
0,791,-1.00,6.69
0,718,-1.00,8.43
0,1031,-1.00,4.99
0,774,-1.00,5.53
0,926,-1.00,6.89
0,898,-1.00,8.05
0,990,-1.00,4.78
0,0,-1.00,-1.00
1560,0,4.62,-1.00
0,767,-1.00,6.08
0,988,-1.00,6.73
0,820,-1.00,6.92
0,839,-1.00,5.36
961,0,6.01,-1.00
0,955,-1.00,6.30
0,1019,-1.00,5.93
0,782,-1.00,5.58
0,0,-1.00,-1.00
0,1102,-1.00,6.39
0,1248,-1.00,7.10
0,1368,-1.00,6.60
0,1460,-1.00,6.60
0,799,-1.00,4.84
973,0,9.35,-1.00
0,1234,-1.00,5.69
0,1388,-1.00,6.13
0,757,-1.00,6.46
0,0,-1.00,-1.00
0,824,-1.00,5.95
0,910,-1.00,6.31
0,1416,-1.00,5.55
0,1023,-1.00,4.96
938,0,6.86,-1.00
0,783,-1.00,6.49
637,0,10.29,-1.00
0,1046,-1.00,5.54
827,0,7.43,-1.00
0,1211,-1.00,6.35
809,0,7.89,-1.00
0,883,-1.00,6.50
0,1255,-1.00,7.83
0,1043,-1.00,5.14
923,0,9.14,-1.00
