pop1,pop2,k1,k2
0,1328,-1.00,5.06
0,967,-1.00,3.58
0,890,-1.00,3.73
0,1609,-1.00,3.13
0,1212,-1.00,4.13
0,1606,-1.00,3.07
0,1077,-1.00,3.47
0,873,-1.00,4.49
0,1616,-1.00,2.29
0,1580,-1.00,3.60
0,1073,-1.00,3.19
0,1224,-1.00,2.55
0,1196,-1.00,4.23
0,1461,-1.00,3.87
0,1285,-1.00,4.72
0,1209,-1.00,5.12
0,1287,-1.00,3.21
0,1751,-1.00,3.87
0,1048,-1.00,4.75
0,887,-1.00,3.49
0,0,-1.00,-1.00
0,897,-1.00,3.26
0,954,-1.00,4.54
0,1356,-1.00,3.27
0,1194,-1.00,3.65
0,1220,-1.00,4.05
0,1329,-1.00,4.09
0,1365,-1.00,3.93
0,922,-1.00,3.78
0,1139,-1.00,2.77
0,885,-1.00,3.72
0,898,-1.00,2.82
0,1026,-1.00,3.58
0,1552,-1.00,3.79
0,965,-1.00,4.17
0,856,-1.00,3.83
0,805,-1.00,3.80
0,1219,-1.00,3.29
0,1088,-1.00,4.08
0,837,-1.00,3.81
0,1108,-1.00,3.99
0,1082,-1.00,3.83
0,1156,-1.00,3.83
0,1304,-1.00,2.57
0,978,-1.00,3.21
0,910,-1.00,4.32
0,1084,-1.00,4.37
0,1576,-1.00,3.82
0,1299,-1.00,4.12
0,960,-1.00,4.04
0,1033,-1.00,2.88
0,1294,-1.00,3.70
0,1570,-1.00,2.55
0,1215,-1.00,4.12
0,885,-1.00,3.55
0,1036,-1.00,4.44
0,885,-1.00,3.69
0,1026,-1.00,3.92
0,1108,-1.00,4.09
0,1076,-1.00,2.54
0,1392,-1.00,2.10
0,1175,-1.00,4.62
0,902,-1.00,4.66
0,1517,-1.00,3.12
0,1145,-1.00,3.54
0,1616,-1.00,4.06
0,945,-1.00,4.26
0,1028,-1.00,3.19
0,797,-1.00,4.05
0,1330,-1.00,3.36
0,1153,-1.00,4.59
0,1364,-1.00,2.63
0,916,-1.00,3.82
0,995,-1.00,3.52
0,962,-1.00,3.34
0,1122,-1.00,3.75
0,846,-1.00,4.19
0,1233,-1.00,3.43
0,957,-1.00,3.33
0,1475,-1.00,3.38
0,1038,-1.00,3.42
0,864,-1.00,4.70
0,0,-1.00,-1.00
0,1081,-1.00,3.08
0,817,-1.00,4.13
0,862,-1.00,4.22
0,1008,-1.00,4.61
0,972,-1.00,4.65
0,0,-1.00,-1.00
0,1330,-1.00,3.85
0,859,-1.00,3.72
0,1570,-1.00,3.63
0,1082,-1.00,1.11
0,1489,-1.00,3.17
0,973,-1.00,4.44
0,1131,-1.00,3.54
0,897,-1.00,3.04
0,1032,-1.00,3.53
0,1194,-1.00,3.62
0,990,-1.00,3.10
