pop1,pop2,k1,k2
54,878,0.94,0.60
517,380,0.49,0.63
0,939,-1.00,0.51
873,90,0.61,0.72
670,295,0.44,0.61
637,304,0.62,0.82
855,142,0.54,0.61
132,823,0.45,0.55
34,920,1.59,0.56
948,0,0.65,-1.00
0,971,-1.00,-0.38
929,0,0.73,-1.00
718,263,0.54,0.47
609,352,0.56,0.29
0,1044,-1.00,-0.13
349,538,0.69,0.73
816,103,0.58,0.57
0,1063,-1.00,-0.30
391,537,0.66,0.45
0,972,-1.00,0.64
257,713,0.74,0.44
0,1067,-1.00,-0.33
488,383,0.55,0.43
992,0,0.44,-1.00
202,795,0.47,0.63
723,174,0.44,1.01
0,1164,-1.00,-1.28
152,808,0.77,0.57
461,497,0.55,0.67
642,230,0.86,0.77
820,0,0.65,-1.00
806,131,0.63,0.45
984,0,0.56,-1.00
523,396,0.53,0.60
524,415,0.58,0.65
657,294,0.74,0.57
125,758,0.75,0.68
0,937,-1.00,0.56
971,0,0.45,-1.00
919,1,0.65,0.00
0,968,-1.00,-0.48
0,929,-1.00,0.61
93,948,0.77,-0.33
0,974,-1.00,0.46
499,409,0.63,0.65
152,753,0.33,0.47
939,0,0.73,-1.00
0,1079,-1.00,-0.36
0,971,-1.00,-0.16
0,919,-1.00,0.51
946,0,0.61,-1.00
745,213,0.66,0.81
223,807,0.30,0.59
878,0,0.69,-1.00
639,379,0.75,0.52
0,1086,-1.00,-0.37
900,0,0.65,-1.00
0,1031,-1.00,-0.17
0,1040,-1.00,-0.31
0,965,-1.00,0.72
0,1008,-1.00,0.50
709,247,0.57,0.72
0,985,-1.00,-0.18
996,0,0.55,-1.00
902,0,0.52,-1.00
878,0,0.64,-1.00
600,349,0.72,0.89
542,355,0.45,0.75
715,223,0.60,0.51
725,281,0.52,0.43
0,978,-1.00,-0.45
127,897,0.28,-0.23
299,678,0.58,0.46
977,0,0.58,-1.00
919,7,0.80,0.00
66,918,1.12,0.65
825,74,0.52,0.72
0,918,-1.00,0.79
212,710,0.88,0.63
644,321,0.64,0.20
0,1077,-1.00,-0.46
0,956,-1.00,0.71
959,0,0.58,-1.00
795,136,0.68,0.19
0,984,-1.00,0.56
427,442,0.62,0.71
0,1062,-1.00,-0.43
724,254,0.59,0.55
0,990,-1.00,0.50
0,1011,-1.00,-0.39
807,200,0.48,0.81
0,938,-1.00,0.56
878,0,0.67,-1.00
0,1039,-1.00,-0.48
674,269,0.41,0.82
0,1011,-1.00,-0.42
0,967,-1.00,0.61
22,914,1.23,0.77
323,626,0.79,0.67
973,26,0.63,1.00
