pop1,pop2,k1,k2
914,0,0.56,-1.00
990,0,0.71,-1.00
38,1035,0.76,-0.28
933,0,0.73,-1.00
0,1066,-1.00,-0.49
0,1032,-1.00,-0.40
0,1050,-1.00,-0.51
733,240,0.56,0.38
966,44,0.44,0.73
918,20,0.54,1.35
978,0,0.66,-1.00
934,0,0.54,-1.00
594,357,0.43,0.57
891,0,0.62,-1.00
562,381,0.56,0.54
617,313,0.56,0.65
0,1027,-1.00,-0.51
928,15,0.62,1.00
0,1118,-1.00,-1.37
566,376,0.46,0.50
0,931,-1.00,0.69
344,597,0.65,0.50
0,1091,-1.00,-0.38
0,1057,-1.00,-0.39
0,1023,-1.00,-0.28
177,775,0.55,0.81
600,335,0.55,0.55
879,0,0.76,-1.00
868,92,0.65,0.84
0,1058,-1.00,-0.40
1003,0,0.47,-1.00
0,1023,-1.00,-0.40
406,563,0.46,0.64
0,981,-1.00,0.69
0,930,-1.00,0.65
0,898,-1.00,0.78
965,0,0.69,-1.00
808,81,0.58,0.33
963,0,0.54,-1.00
331,659,0.63,0.46
379,584,0.43,0.66
6,1070,0.00,-0.37
992,0,0.59,-1.00
0,916,-1.00,0.67
0,991,-1.00,0.02
848,0,0.73,-1.00
922,0,0.63,-1.00
591,367,0.63,0.48
946,0,0.69,-1.00
527,427,0.52,0.68
372,546,0.69,0.64
950,0,0.72,-1.00
980,0,0.49,-1.00
211,777,0.62,-0.07
997,0,0.48,-1.00
309,562,0.38,0.71
943,0,0.73,-1.00
955,0,0.52,-1.00
529,439,0.58,0.43
393,513,0.67,0.74
0,1017,-1.00,0.03
202,746,0.70,0.75
438,517,0.57,0.51
773,158,0.65,0.44
929,0,0.56,-1.00
0,1019,-1.00,-0.37
831,101,0.60,0.88
947,4,0.52,2.00
948,0,0.47,-1.00
446,484,0.70,0.87
745,124,0.47,0.92
0,928,-1.00,0.57
0,1015,-1.00,-0.12
678,252,0.46,0.54
132,779,0.32,0.48
0,915,-1.00,0.66
924,126,0.48,0.75
898,0,0.42,-1.00
522,372,0.64,0.59
605,363,0.53,0.73
980,0,0.58,-1.00
0,914,-1.00,0.59
709,217,0.52,0.55
0,1020,-1.00,-0.38
188,765,0.63,-0.47
966,0,0.50,-1.00
891,0,0.64,-1.00
246,672,0.66,0.62
458,460,0.66,0.71
936,0,0.69,-1.00
908,0,0.80,-1.00
904,0,0.91,-1.00
34,977,1.29,-0.23
975,0,0.54,-1.00
945,0,0.48,-1.00
874,0,0.63,-1.00
896,0,0.62,-1.00
918,0,0.57,-1.00
0,964,-1.00,-0.29
925,0,0.42,-1.00
