pop1,pop2,k1,k2
0,674,-1.00,3.23
766,0,3.12,-1.00
730,0,2.80,-1.00
0,339,-1.00,7.85
526,0,6.10,-1.00
478,0,5.69,-1.00
709,0,2.73,-1.00
0,716,-1.00,3.35
744,0,3.10,-1.00
0,652,-1.00,4.31
524,0,5.39,-1.00
0,425,-1.00,5.66
0,755,-1.00,2.35
558,0,5.17,-1.00
0,734,-1.00,3.62
657,0,3.77,-1.00
645,0,3.44,-1.00
773,0,2.62,-1.00
0,715,-1.00,3.57
693,0,3.01,-1.00
0,663,-1.00,3.22
0,686,-1.00,3.38
0,686,-1.00,3.74
751,0,2.95,-1.00
0,737,-1.00,3.00
0,607,-1.00,3.92
786,0,2.89,-1.00
0,568,-1.00,4.25
0,652,-1.00,3.52
728,0,2.61,-1.00
720,0,3.18,-1.00
649,0,3.75,-1.00
668,0,3.04,-1.00
710,0,2.77,-1.00
715,0,3.25,-1.00
0,722,-1.00,2.89
686,0,3.71,-1.00
792,0,2.56,-1.00
717,0,2.41,-1.00
486,0,5.74,-1.00
0,608,-1.00,3.97
0,701,-1.00,3.48
0,575,-1.00,3.65
595,0,4.88,-1.00
0,746,-1.00,3.78
0,734,-1.00,2.82
658,0,3.26,-1.00
0,695,-1.00,3.78
631,0,3.29,-1.00
596,0,4.17,-1.00
0,797,-1.00,3.20
0,489,-1.00,5.84
462,0,6.21,-1.00
669,0,2.79,-1.00
0,628,-1.00,4.24
746,0,2.90,-1.00
0,559,-1.00,5.68
622,0,3.83,-1.00
0,746,-1.00,2.50
0,601,-1.00,3.42
0,557,-1.00,4.73
732,0,3.09,-1.00
674,0,3.88,-1.00
778,0,2.66,-1.00
335,0,8.34,-1.00
621,0,3.83,-1.00
713,0,3.46,-1.00
719,0,3.42,-1.00
688,0,3.19,-1.00
695,0,2.84,-1.00
676,0,3.05,-1.00
689,0,3.90,-1.00
752,0,2.68,-1.00
808,0,2.76,-1.00
0,797,-1.00,2.51
699,0,3.78,-1.00
653,0,4.34,-1.00
625,0,4.50,-1.00
0,494,-1.00,5.70
447,0,6.14,-1.00
0,670,-1.00,2.79
697,0,3.27,-1.00
692,0,2.77,-1.00
0,755,-1.00,2.78
0,710,-1.00,3.52
445,0,6.17,-1.00
671,0,3.79,-1.00
0,491,-1.00,5.16
0,516,-1.00,5.11
704,0,3.16,-1.00
0,535,-1.00,4.98
692,0,3.10,-1.00
697,0,2.70,-1.00
0,718,-1.00,2.80
0,677,-1.00,3.93
694,0,3.63,-1.00
761,0,2.45,-1.00
0,748,-1.00,2.36
0,646,-1.00,3.88
0,572,-1.00,4.33
