pop1,pop2,k1,k2
960,0,0.59,-1.00
718,156,0.78,0.60
0,884,-1.00,0.51
0,964,-1.00,-0.31
0,957,-1.00,0.49
524,328,0.80,0.71
989,0,0.48,-1.00
0,1038,-1.00,-0.32
328,653,0.78,0.58
0,1127,-1.00,-0.44
136,791,0.52,0.55
999,0,0.46,-1.00
0,1043,-1.00,-0.36
0,1057,-1.00,-0.35
722,232,0.60,0.60
51,1002,0.27,0.02
912,0,0.68,-1.00
401,573,0.26,0.73
0,1094,-1.00,-0.45
294,616,0.56,0.62
919,0,0.72,-1.00
233,746,0.56,0.63
319,582,0.68,0.53
411,535,0.46,0.59
786,160,0.75,0.89
960,2,0.46,2.00
54,834,1.11,0.69
0,1069,-1.00,-0.40
8,960,0.00,-0.28
0,1002,-1.00,0.28
961,0,0.52,-1.00
0,949,-1.00,0.78
0,1011,-1.00,-0.25
25,934,1.12,-0.13
979,0,0.56,-1.00
378,510,0.50,0.60
0,962,-1.00,0.61
472,454,0.54,0.46
0,926,-1.00,0.45
0,1059,-1.00,-0.52
590,310,0.73,0.44
602,320,0.65,0.70
965,0,0.71,-1.00
625,363,0.55,0.56
635,324,0.40,0.86
911,8,0.44,1.38
514,456,0.59,0.82
0,901,-1.00,0.75
0,992,-1.00,0.45
249,681,0.61,0.54
0,946,-1.00,0.53
802,153,0.53,0.87
0,934,-1.00,0.49
930,0,0.64,-1.00
849,140,0.46,0.80
956,0,0.76,-1.00
59,846,0.32,0.49
762,112,0.65,1.19
0,1016,-1.00,-0.34
0,1026,-1.00,-0.44
0,1076,-1.00,-0.31
39,922,0.23,0.53
267,666,0.70,0.79
898,1,0.69,2.00
181,720,0.25,0.62
698,208,0.64,0.43
949,0,0.65,-1.00
955,0,0.54,-1.00
28,922,0.36,0.71
896,21,0.59,1.33
0,894,-1.00,0.64
0,898,-1.00,0.59
0,927,-1.00,0.65
826,173,0.57,0.68
731,158,0.49,0.39
0,933,-1.00,0.56
909,102,0.50,1.29
0,1017,-1.00,-0.35
0,996,-1.00,-0.35
813,163,0.60,0.58
928,62,0.51,0.94
530,394,0.45,0.68
981,0,0.38,-1.00
0,1073,-1.00,-0.42
520,337,0.82,0.50
288,729,0.70,0.50
755,140,0.63,0.91
589,369,0.70,0.46
62,841,1.32,0.64
526,407,0.49,0.46
345,595,0.62,0.48
0,1006,-1.00,-0.48
500,436,0.55,0.47
600,324,0.54,0.69
550,335,0.82,0.58
514,427,0.62,0.49
12,908,0.33,0.52
421,516,0.53,0.59
713,159,0.43,0.53
0,958,-1.00,0.68
