pop1,pop2,k1,k2
0,964,-1.00,0.57
432,555,0.44,0.35
98,813,0.45,0.70
0,911,-1.00,0.77
91,847,0.92,0.70
1011,0,0.50,-1.00
751,257,0.53,0.46
1,929,1.00,0.70
0,920,-1.00,0.57
893,0,0.63,-1.00
0,917,-1.00,0.67
27,922,0.44,0.58
650,339,0.56,0.75
958,24,0.53,0.29
949,0,0.53,-1.00
676,277,0.65,0.65
908,0,0.66,-1.00
398,637,0.26,0.65
289,654,0.36,0.61
907,0,0.64,-1.00
0,957,-1.00,0.65
925,0,0.57,-1.00
908,0,0.45,-1.00
517,448,0.96,0.49
941,0,0.66,-1.00
738,157,0.52,0.76
24,922,1.83,0.58
916,102,0.53,0.75
59,914,0.41,0.57
0,985,-1.00,0.53
684,241,0.70,0.41
418,524,0.60,0.52
550,347,0.54,0.60
607,367,0.58,0.84
0,946,-1.00,0.55
0,879,-1.00,0.66
891,7,0.60,2.86
944,0,0.57,-1.00
876,0,0.66,-1.00
909,34,0.76,0.82
288,631,0.50,0.70
329,699,0.46,0.49
19,921,0.21,0.47
156,806,0.62,0.71
778,212,0.59,0.46
468,449,0.60,0.55
451,472,0.77,0.77
953,0,0.54,-1.00
892,0,0.69,-1.00
0,999,-1.00,0.62
0,969,-1.00,0.59
0,918,-1.00,0.52
762,173,0.63,0.36
0,920,-1.00,0.67
399,580,0.50,0.55
0,899,-1.00,0.65
0,965,-1.00,0.56
941,0,0.58,-1.00
0,941,-1.00,0.59
948,0,0.60,-1.00
947,0,0.54,-1.00
0,971,-1.00,0.63
87,902,0.75,0.71
979,0,0.50,-1.00
398,530,0.98,0.52
316,586,0.57,0.75
560,382,0.62,0.48
458,446,0.70,0.70
716,226,0.68,0.64
352,638,0.80,0.65
55,917,1.44,0.50
299,562,0.49,0.60
899,110,0.69,0.63
753,138,0.75,0.35
978,0,0.50,-1.00
106,803,1.01,0.59
0,1023,-1.00,0.58
707,267,0.47,0.81
486,472,0.68,0.67
399,571,0.81,0.49
221,732,0.70,0.51
153,723,0.59,0.67
541,441,0.52,0.54
796,122,0.43,0.59
654,255,0.61,0.49
605,344,0.66,0.59
939,37,0.47,0.70
0,990,-1.00,0.65
770,178,0.58,0.75
466,416,0.53,0.44
950,0,0.58,-1.00
274,639,0.62,0.56
843,82,0.60,0.68
346,562,0.75,0.66
954,0,0.42,-1.00
724,219,0.68,0.70
98,851,0.50,0.55
958,6,0.61,0.00
708,161,0.69,0.42
0,961,-1.00,0.50
