pop1,pop2,k1,k2
0,631,-1.00,3.96
0,593,-1.00,4.93
0,633,-1.00,4.10
0,632,-1.00,4.25
568,0,4.86,-1.00
523,0,5.27,-1.00
473,0,5.90,-1.00
0,588,-1.00,4.85
563,0,4.10,-1.00
0,707,-1.00,4.07
504,0,6.11,-1.00
0,527,-1.00,4.73
0,543,-1.00,5.41
0,622,-1.00,3.67
0,559,-1.00,4.20
0,596,-1.00,4.52
0,566,-1.00,5.00
561,0,4.36,-1.00
0,674,-1.00,4.09
0,536,-1.00,4.92
0,595,-1.00,3.64
0,429,-1.00,6.20
0,441,-1.00,6.65
503,0,5.06,-1.00
0,599,-1.00,4.47
548,0,5.13,-1.00
462,0,6.29,-1.00
379,0,7.08,-1.00
658,0,4.44,-1.00
420,0,6.34,-1.00
511,0,6.18,-1.00
0,666,-1.00,3.28
0,644,-1.00,3.72
0,562,-1.00,4.58
0,669,-1.00,3.36
0,370,-1.00,8.32
0,695,-1.00,3.92
0,646,-1.00,4.13
0,582,-1.00,5.22
0,540,-1.00,4.21
0,727,-1.00,3.18
419,0,6.56,-1.00
0,543,-1.00,4.76
0,333,-1.00,6.72
0,581,-1.00,5.12
0,616,-1.00,4.47
532,0,5.07,-1.00
0,612,-1.00,4.35
585,0,4.54,-1.00
0,589,-1.00,5.31
472,0,6.07,-1.00
0,712,-1.00,3.71
0,673,-1.00,4.27
535,0,4.96,-1.00
0,678,-1.00,3.56
0,592,-1.00,4.26
0,637,-1.00,3.73
0,548,-1.00,3.99
0,588,-1.00,3.96
0,351,-1.00,7.06
0,645,-1.00,3.73
0,559,-1.00,5.41
0,625,-1.00,4.11
0,462,-1.00,5.45
0,483,-1.00,6.19
0,378,-1.00,6.87
452,0,6.60,-1.00
325,0,7.78,-1.00
0,552,-1.00,5.10
0,244,-1.00,9.58
0,634,-1.00,4.43
0,483,-1.00,5.37
0,607,-1.00,4.40
658,0,4.04,-1.00
678,0,4.46,-1.00
0,541,-1.00,5.07
559,0,5.58,-1.00
0,467,-1.00,5.74
0,639,-1.00,3.83
0,769,-1.00,2.66
543,0,5.18,-1.00
0,683,-1.00,3.90
473,0,6.24,-1.00
0,548,-1.00,5.20
0,517,-1.00,4.85
0,621,-1.00,4.27
0,448,-1.00,6.73
0,405,-1.00,7.24
393,0,7.51,-1.00
0,594,-1.00,4.26
0,651,-1.00,4.12
0,440,-1.00,6.04
0,549,-1.00,5.35
0,677,-1.00,2.37
0,555,-1.00,5.07
0,497,-1.00,5.04
0,733,-1.00,3.22
0,558,-1.00,5.05
0,588,-1.00,4.77
0,705,-1.00,3.33
