pop1,pop2,k1,k2
0,263,-1.00,8.69
0,179,-1.00,10.92
335,0,8.25,-1.00
0,339,-1.00,9.08
0,417,-1.00,6.97
0,531,-1.00,5.64
0,280,-1.00,9.27
408,0,7.12,-1.00
482,0,6.02,-1.00
417,0,6.17,-1.00
0,427,-1.00,6.95
0,129,-1.00,11.74
579,0,4.03,-1.00
461,0,5.92,-1.00
317,0,7.35,-1.00
679,0,3.83,-1.00
0,402,-1.00,7.02
534,0,5.41,-1.00
0,513,-1.00,5.67
541,0,5.37,-1.00
347,0,7.71,-1.00
0,366,-1.00,8.77
295,0,8.65,-1.00
388,0,7.18,-1.00
560,0,5.49,-1.00
282,0,8.29,-1.00
463,0,5.26,-1.00
0,113,-1.00,10.50
509,0,6.29,-1.00
393,0,7.85,-1.00
0,488,-1.00,6.11
207,0,11.03,-1.00
465,0,5.83,-1.00
358,0,7.44,-1.00
475,0,5.84,-1.00
0,163,-1.00,9.99
0,231,-1.00,9.08
0,280,-1.00,9.00
587,0,4.80,-1.00
558,0,4.87,-1.00
0,226,-1.00,9.31
0,417,-1.00,6.67
309,0,9.16,-1.00
670,0,4.04,-1.00
588,0,4.65,-1.00
171,0,10.47,-1.00
535,0,5.88,-1.00
31,0,15.23,-1.00
0,66,-1.00,13.61
420,0,7.08,-1.00
517,0,5.88,-1.00
47,0,13.68,-1.00
525,0,5.50,-1.00
0,273,-1.00,9.46
471,0,6.47,-1.00
0,454,-1.00,6.24
282,0,8.83,-1.00
249,0,10.18,-1.00
481,0,6.11,-1.00
113,0,10.88,-1.00
0,512,-1.00,6.25
0,425,-1.00,7.09
198,0,10.71,-1.00
0,478,-1.00,6.03
0,643,-1.00,4.20
0,10,-1.00,14.40
0,456,-1.00,5.73
642,0,4.17,-1.00
0,563,-1.00,4.96
417,0,6.38,-1.00
596,0,4.78,-1.00
0,370,-1.00,8.24
463,0,6.57,-1.00
534,0,4.68,-1.00
332,0,7.82,-1.00
0,9,-1.00,16.33
0,431,-1.00,6.35
517,0,6.13,-1.00
0,596,-1.00,4.96
224,0,8.95,-1.00
260,0,9.32,-1.00
0,280,-1.00,8.36
0,178,-1.00,11.67
313,0,8.52,-1.00
338,0,8.00,-1.00
389,0,7.72,-1.00
513,0,5.62,-1.00
469,0,7.23,-1.00
0,438,-1.00,6.89
390,0,6.99,-1.00
0,234,-1.00,9.71
352,0,7.70,-1.00
421,0,6.80,-1.00
206,0,10.56,-1.00
222,0,10.45,-1.00
346,0,7.19,-1.00
0,247,-1.00,9.34
400,0,6.96,-1.00
0,252,-1.00,8.99
242,0,10.06,-1.00
