pop1,pop2,k1,k2
0,815,-1.00,2.43
0,861,-1.00,2.08
0,779,-1.00,2.15
0,757,-1.00,2.31
733,0,3.50,-1.00
0,757,-1.00,2.38
733,0,2.89,-1.00
0,719,-1.00,2.78
0,724,-1.00,2.66
760,0,2.57,-1.00
784,0,2.51,-1.00
0,773,-1.00,2.56
809,0,2.08,-1.00
0,826,-1.00,2.22
0,744,-1.00,2.92
795,0,2.04,-1.00
687,0,3.45,-1.00
713,0,2.43,-1.00
0,766,-1.00,2.69
763,0,2.67,-1.00
0,785,-1.00,2.23
0,736,-1.00,2.87
0,789,-1.00,2.72
0,779,-1.00,2.36
0,756,-1.00,2.13
811,0,2.85,-1.00
790,0,2.25,-1.00
827,0,2.21,-1.00
776,0,2.28,-1.00
759,0,2.25,-1.00
655,0,3.49,-1.00
723,0,2.64,-1.00
0,764,-1.00,2.09
808,0,2.48,-1.00
811,0,2.04,-1.00
716,0,2.20,-1.00
0,753,-1.00,2.72
0,780,-1.00,2.44
0,778,-1.00,2.45
0,765,-1.00,2.23
0,723,-1.00,2.35
809,0,2.08,-1.00
0,725,-1.00,2.28
0,751,-1.00,2.82
0,737,-1.00,2.48
775,0,2.57,-1.00
768,0,2.53,-1.00
0,719,-1.00,2.76
0,823,-1.00,2.42
767,0,2.15,-1.00
0,715,-1.00,2.50
0,731,-1.00,2.54
0,726,-1.00,2.33
816,0,2.11,-1.00
0,836,-1.00,2.63
0,740,-1.00,2.46
0,816,-1.00,2.19
0,708,-1.00,2.81
0,794,-1.00,2.33
0,703,-1.00,2.96
738,0,2.23,-1.00
0,746,-1.00,2.51
704,0,2.63,-1.00
0,705,-1.00,3.00
784,0,2.51,-1.00
746,0,2.69,-1.00
817,0,1.85,-1.00
0,832,-1.00,2.39
794,0,1.93,-1.00
791,0,2.20,-1.00
0,816,-1.00,2.28
0,773,-1.00,2.54
0,758,-1.00,2.08
745,0,2.34,-1.00
0,717,-1.00,2.44
765,0,2.19,-1.00
769,0,2.48,-1.00
0,784,-1.00,2.13
0,744,-1.00,2.38
797,0,2.65,-1.00
0,819,-1.00,2.76
0,782,-1.00,2.31
667,0,3.23,-1.00
89,676,3.72,2.30
0,785,-1.00,2.37
0,766,-1.00,2.47
806,0,2.22,-1.00
744,0,2.79,-1.00
0,815,-1.00,2.24
0,757,-1.00,2.34
837,0,2.14,-1.00
760,0,2.40,-1.00
864,0,1.81,-1.00
0,799,-1.00,2.30
0,776,-1.00,2.17
0,792,-1.00,2.21
646,0,3.97,-1.00
0,748,-1.00,2.43
684,0,2.86,-1.00
0,820,-1.00,2.36
