pop1,pop2,k1,k2
0,481,-1.00,5.79
0,607,-1.00,4.15
0,476,-1.00,6.86
0,520,-1.00,4.93
647,0,3.61,-1.00
0,690,-1.00,3.23
0,654,-1.00,3.53
0,682,-1.00,3.53
0,601,-1.00,4.00
0,541,-1.00,4.76
667,0,4.08,-1.00
0,646,-1.00,4.11
684,0,3.91,-1.00
0,480,-1.00,5.20
0,428,-1.00,6.60
529,0,5.12,-1.00
0,331,-1.00,7.42
479,0,6.00,-1.00
509,0,5.75,-1.00
0,668,-1.00,3.89
0,411,-1.00,6.68
615,0,4.80,-1.00
516,0,5.54,-1.00
455,0,6.43,-1.00
609,0,4.44,-1.00
0,483,-1.00,5.19
0,628,-1.00,4.32
0,629,-1.00,4.06
0,649,-1.00,4.18
0,478,-1.00,5.36
0,390,-1.00,7.31
0,632,-1.00,4.51
0,548,-1.00,5.96
0,642,-1.00,3.99
664,0,3.92,-1.00
470,0,5.81,-1.00
0,532,-1.00,5.77
587,0,4.47,-1.00
606,0,4.27,-1.00
557,0,4.96,-1.00
664,0,4.32,-1.00
639,0,4.37,-1.00
0,680,-1.00,3.74
0,576,-1.00,5.22
0,554,-1.00,4.81
0,617,-1.00,4.05
450,0,5.73,-1.00
619,0,5.07,-1.00
0,513,-1.00,5.28
578,0,5.22,-1.00
0,553,-1.00,4.50
0,535,-1.00,5.06
438,0,6.27,-1.00
0,623,-1.00,4.18
448,0,5.69,-1.00
0,638,-1.00,3.64
0,534,-1.00,4.60
0,679,-1.00,3.65
602,0,4.45,-1.00
0,603,-1.00,4.41
0,537,-1.00,4.51
497,0,5.70,-1.00
0,450,-1.00,6.70
631,0,4.00,-1.00
0,562,-1.00,4.95
557,0,4.89,-1.00
0,625,-1.00,4.21
582,0,5.04,-1.00
0,608,-1.00,3.93
0,440,-1.00,6.23
593,0,4.35,-1.00
514,0,5.49,-1.00
612,0,4.50,-1.00
703,0,3.51,-1.00
0,623,-1.00,4.17
544,0,5.45,-1.00
0,636,-1.00,3.74
0,646,-1.00,4.52
0,579,-1.00,5.09
0,571,-1.00,4.78
567,0,4.38,-1.00
0,645,-1.00,3.63
0,450,-1.00,6.52
0,430,-1.00,5.68
0,683,-1.00,3.65
0,666,-1.00,3.88
0,692,-1.00,3.32
0,596,-1.00,4.25
549,0,5.48,-1.00
650,0,4.72,-1.00
0,627,-1.00,4.51
0,574,-1.00,5.01
0,636,-1.00,3.31
0,621,-1.00,3.98
322,0,7.17,-1.00
0,612,-1.00,4.27
559,0,5.51,-1.00
0,534,-1.00,5.33
580,0,4.60,-1.00
0,612,-1.00,4.28
