pop1,pop2,k1,k2
309,597,0.48,0.59
26,896,0.08,0.56
0,914,-1.00,0.94
947,0,0.62,-1.00
789,144,0.70,0.62
923,0,0.54,-1.00
713,220,0.57,0.26
791,91,0.72,0.58
949,65,0.58,0.34
930,0,0.62,-1.00
621,323,0.54,0.95
914,0,0.52,-1.00
910,21,0.48,2.00
9,897,1.11,0.62
708,336,0.41,0.43
909,0,0.81,-1.00
962,0,0.53,-1.00
425,527,0.46,0.63
0,1004,-1.00,0.61
0,903,-1.00,0.49
278,633,0.73,0.47
0,925,-1.00,0.56
690,181,0.82,0.52
384,533,0.67,0.78
742,194,0.52,0.71
953,0,0.69,-1.00
797,144,0.56,0.58
931,0,0.50,-1.00
914,0,0.62,-1.00
933,0,0.50,-1.00
650,221,0.50,0.57
482,489,0.46,0.75
851,68,0.50,1.21
932,0,0.52,-1.00
930,0,0.76,-1.00
890,31,0.64,1.26
168,751,0.61,0.62
70,775,0.80,0.70
408,547,0.65,0.53
463,495,0.56,0.70
953,0,0.63,-1.00
952,0,0.59,-1.00
0,949,-1.00,0.55
912,0,0.66,-1.00
2,957,0.00,0.67
496,472,0.50,0.70
860,45,0.39,1.09
898,0,0.57,-1.00
869,53,0.67,0.62
907,31,0.54,0.77
0,923,-1.00,0.58
0,895,-1.00,0.69
945,0,0.59,-1.00
930,0,0.68,-1.00
947,0,0.71,-1.00
965,0,0.78,-1.00
965,0,0.47,-1.00
955,0,0.55,-1.00
751,154,0.48,0.40
980,0,0.48,-1.00
188,762,0.78,0.49
926,0,0.65,-1.00
909,0,0.57,-1.00
354,626,0.86,0.66
0,989,-1.00,0.73
0,913,-1.00,0.49
411,586,0.90,0.80
628,313,0.54,0.65
484,494,0.67,0.73
118,834,1.08,0.69
958,0,0.61,-1.00
748,222,0.59,0.42
556,370,0.64,0.78
691,304,0.43,0.71
530,437,0.67,0.59
0,935,-1.00,0.59
875,121,0.59,1.02
516,333,0.59,0.73
855,127,0.51,0.34
810,105,0.62,0.54
156,848,0.37,0.54
685,199,0.69,0.81
728,227,0.56,0.69
318,625,0.87,0.67
35,911,0.66,0.50
63,880,0.52,0.58
0,976,-1.00,0.73
144,824,0.35,0.66
554,394,0.76,0.54
0,910,-1.00,0.65
0,915,-1.00,0.54
955,3,0.72,2.00
938,0,0.51,-1.00
294,696,0.72,0.55
564,370,0.79,0.93
794,192,0.48,0.82
75,861,0.80,0.65
294,612,0.67,0.55
0,891,-1.00,0.61
0,883,-1.00,0.92
