pop1,pop2,k1,k2
0,905,-1.00,4.95
1145,0,4.06,-1.00
0,1145,-1.00,4.05
810,0,7.16,-1.00
1221,0,4.67,-1.00
0,0,-1.00,-1.00
0,818,-1.00,6.59
826,0,5.56,-1.00
786,0,5.40,-1.00
857,0,5.69,-1.00
894,0,4.78,-1.00
958,0,5.16,-1.00
0,0,-1.00,-1.00
1122,0,4.84,-1.00
981,0,4.71,-1.00
833,0,7.32,-1.00
894,0,4.55,-1.00
0,1397,-1.00,3.58
0,1361,-1.00,4.74
955,0,5.62,-1.00
1272,0,6.77,-1.00
0,1107,-1.00,5.46
0,780,-1.00,5.99
0,1115,-1.00,4.69
0,0,-1.00,-1.00
0,1081,-1.00,4.65
0,1089,-1.00,5.58
998,0,6.04,-1.00
912,0,5.24,-1.00
1439,0,5.06,-1.00
1409,0,5.16,-1.00
0,1250,-1.00,5.34
0,1294,-1.00,4.81
938,0,5.20,-1.00
995,0,6.98,-1.00
759,0,6.10,-1.00
923,0,4.77,-1.00
0,0,-1.00,-1.00
1009,0,7.99,-1.00
1359,0,5.17,-1.00
0,917,-1.00,8.38
0,1488,-1.00,4.30
1047,0,4.22,-1.00
0,0,-1.00,-1.00
957,0,4.95,-1.00
703,0,5.83,-1.00
0,991,-1.00,5.95
0,0,-1.00,-1.00
954,0,6.27,-1.00
1238,0,6.44,-1.00
0,1108,-1.00,5.74
1412,0,6.43,-1.00
0,1163,-1.00,4.71
1323,0,5.53,-1.00
0,1194,-1.00,4.68
1311,0,5.63,-1.00
1359,0,5.78,-1.00
0,895,-1.00,4.40
1049,0,5.65,-1.00
0,743,-1.00,7.66
0,861,-1.00,6.70
751,0,6.73,-1.00
1018,0,8.03,-1.00
0,984,-1.00,5.22
0,730,-1.00,4.89
0,0,-1.00,-1.00
824,0,4.96,-1.00
1316,0,5.48,-1.00
1133,0,4.95,-1.00
0,976,-1.00,4.68
803,0,5.10,-1.00
855,0,7.02,-1.00
0,0,-1.00,-1.00
1332,0,5.96,-1.00
772,0,7.09,-1.00
0,1154,-1.00,5.30
848,0,7.89,-1.00
791,0,5.00,-1.00
838,0,6.33,-1.00
1384,0,5.53,-1.00
763,0,7.85,-1.00
1049,0,6.25,-1.00
1084,0,10.94,-1.00
933,0,4.48,-1.00
0,0,-1.00,-1.00
0,1350,-1.00,5.16
0,931,-1.00,4.00
789,0,5.87,-1.00
954,0,5.59,-1.00
1082,0,4.88,-1.00
948,0,10.27,-1.00
0,1164,-1.00,6.76
0,1056,-1.00,4.21
0,1268,-1.00,4.84
0,1105,-1.00,4.66
1438,0,4.31,-1.00
1375,0,5.07,-1.00
0,984,-1.00,6.02
0,1060,-1.00,4.47
1009,0,4.70,-1.00
