pop1,pop2,k1,k2
0,1335,-1.00,4.18
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1042,-1.00,5.50
0,793,-1.00,5.76
0,1524,-1.00,3.55
0,923,-1.00,5.46
864,0,5.78,-1.00
0,1192,-1.00,5.25
0,993,-1.00,4.69
0,969,-1.00,4.51
981,0,4.79,-1.00
0,768,-1.00,5.34
0,938,-1.00,3.27
0,1142,-1.00,5.41
0,998,-1.00,5.46
743,0,7.69,-1.00
0,823,-1.00,5.25
0,880,-1.00,5.36
0,1037,-1.00,3.60
0,1407,-1.00,4.38
0,1286,-1.00,4.43
1167,0,4.53,-1.00
0,1118,-1.00,5.16
0,1030,-1.00,5.14
0,0,-1.00,-1.00
0,789,-1.00,5.12
0,1042,-1.00,2.88
0,917,-1.00,4.52
966,0,6.43,-1.00
0,972,-1.00,4.52
0,928,-1.00,3.29
0,0,-1.00,-1.00
0,1215,-1.00,3.58
0,1161,-1.00,4.80
0,1235,-1.00,5.17
0,1113,-1.00,3.11
0,1121,-1.00,4.78
0,854,-1.00,6.37
0,1029,-1.00,5.01
0,956,-1.00,5.31
0,1180,-1.00,6.22
0,1233,-1.00,3.39
1161,0,3.85,-1.00
0,1353,-1.00,4.84
0,1135,-1.00,5.18
0,947,-1.00,5.04
1416,0,7.21,-1.00
0,1291,-1.00,4.32
0,842,-1.00,5.30
0,745,-1.00,6.07
0,1168,-1.00,4.85
0,1004,-1.00,4.76
0,1000,-1.00,4.82
0,1222,-1.00,5.11
0,927,-1.00,4.82
0,1014,-1.00,4.93
0,778,-1.00,5.09
0,984,-1.00,3.53
1022,0,5.05,-1.00
0,1325,-1.00,3.64
0,945,-1.00,4.31
0,817,-1.00,5.11
0,0,-1.00,-1.00
0,1369,-1.00,5.80
0,1178,-1.00,5.18
0,966,-1.00,6.38
0,0,-1.00,-1.00
0,1192,-1.00,3.97
1143,0,6.89,-1.00
1454,0,4.61,-1.00
0,778,-1.00,5.54
0,1036,-1.00,4.53
0,1123,-1.00,4.20
0,1069,-1.00,3.93
873,0,5.00,-1.00
0,1591,-1.00,3.55
0,936,-1.00,4.52
0,967,-1.00,4.18
0,1390,-1.00,5.40
1021,0,5.47,-1.00
0,1430,-1.00,4.28
0,842,-1.00,5.08
0,1498,-1.00,3.84
0,984,-1.00,6.73
0,1319,-1.00,6.33
1125,0,4.92,-1.00
0,862,-1.00,6.11
0,1491,-1.00,3.58
0,1053,-1.00,6.08
0,970,-1.00,5.74
0,1198,-1.00,5.21
0,1229,-1.00,5.34
0,949,-1.00,5.14
0,0,-1.00,-1.00
0,777,-1.00,5.69
0,1616,-1.00,4.03
0,1308,-1.00,3.72
1257,0,6.27,-1.00
0,864,-1.00,4.24
