pop1,pop2,k1,k2
0,1106,-1.00,6.12
0,985,-1.00,6.72
0,756,-1.00,8.13
751,0,6.13,-1.00
0,748,-1.00,7.94
1131,0,8.87,-1.00
0,1076,-1.00,7.57
0,926,-1.00,7.58
887,0,10.17,-1.00
0,733,-1.00,7.47
0,831,-1.00,7.77
0,1077,-1.00,5.90
0,1248,-1.00,7.83
0,817,-1.00,7.76
929,0,6.91,-1.00
1077,0,6.03,-1.00
0,833,-1.00,7.60
0,1433,-1.00,6.13
0,926,-1.00,7.42
0,695,-1.00,8.21
0,903,-1.00,7.59
0,1306,-1.00,8.01
0,990,-1.00,7.63
0,749,-1.00,7.67
0,1231,-1.00,7.70
0,705,-1.00,7.59
0,1329,-1.00,4.48
0,1170,-1.00,5.13
0,753,-1.00,6.98
0,856,-1.00,6.46
0,867,-1.00,7.17
0,892,-1.00,5.47
0,636,-1.00,9.35
0,1308,-1.00,5.11
0,1252,-1.00,5.05
0,1309,-1.00,6.85
0,730,-1.00,7.90
355,0,15.18,-1.00
0,1082,-1.00,6.15
0,905,-1.00,8.60
0,729,-1.00,8.21
0,1013,-1.00,10.07
0,1367,-1.00,5.33
0,1096,-1.00,6.05
0,1422,-1.00,6.27
0,1115,-1.00,7.46
0,873,-1.00,6.99
0,750,-1.00,6.97
0,833,-1.00,6.16
0,822,-1.00,5.67
0,768,-1.00,6.43
0,958,-1.00,7.61
1028,0,6.34,-1.00
0,753,-1.00,6.54
0,1327,-1.00,6.56
723,0,9.10,-1.00
0,1427,-1.00,5.80
0,1325,-1.00,6.44
1055,0,8.37,-1.00
0,764,-1.00,7.25
0,917,-1.00,6.76
0,0,-1.00,-1.00
0,1054,-1.00,7.01
869,0,6.79,-1.00
0,646,-1.00,8.42
0,978,-1.00,7.85
0,896,-1.00,6.03
0,1326,-1.00,5.19
0,1378,-1.00,6.13
0,888,-1.00,6.23
0,815,-1.00,5.35
0,958,-1.00,9.86
0,1133,-1.00,4.63
1147,0,8.48,-1.00
0,1128,-1.00,5.97
824,0,7.52,-1.00
0,1311,-1.00,7.53
0,1321,-1.00,6.75
1145,0,8.58,-1.00
0,762,-1.00,5.55
0,861,-1.00,6.43
822,0,5.97,-1.00
0,753,-1.00,8.66
0,915,-1.00,6.45
0,1516,-1.00,4.23
0,0,-1.00,-1.00
0,737,-1.00,6.64
0,931,-1.00,10.65
0,705,-1.00,6.39
0,0,-1.00,-1.00
0,1106,-1.00,8.83
0,881,-1.00,6.00
0,988,-1.00,6.95
0,823,-1.00,6.17
0,0,-1.00,-1.00
0,1047,-1.00,6.09
0,896,-1.00,8.57
766,0,9.77,-1.00
0,820,-1.00,5.44
0,1114,-1.00,7.51
