pop1,pop2,k1,k2
0,1174,-1.00,3.12
0,1351,-1.00,4.89
0,922,-1.00,4.06
0,797,-1.00,4.93
0,953,-1.00,4.76
0,781,-1.00,5.73
0,921,-1.00,2.71
800,0,5.82,-1.00
0,856,-1.00,4.59
777,0,4.26,-1.00
0,806,-1.00,5.58
0,892,-1.00,4.02
1186,0,4.72,-1.00
0,1547,-1.00,3.58
0,913,-1.00,4.93
780,0,4.81,-1.00
0,1321,-1.00,3.75
0,860,-1.00,4.39
0,1470,-1.00,4.62
0,1131,-1.00,2.68
1049,0,7.93,-1.00
0,1120,-1.00,4.29
0,1390,-1.00,3.65
1228,0,4.16,-1.00
0,0,-1.00,-1.00
0,1091,-1.00,3.96
0,1168,-1.00,5.22
0,1493,-1.00,4.28
0,849,-1.00,5.96
0,1024,-1.00,4.76
0,1314,-1.00,3.25
0,960,-1.00,3.49
858,0,5.56,-1.00
0,1143,-1.00,5.46
0,1147,-1.00,4.44
0,966,-1.00,4.12
0,1343,-1.00,2.68
1007,0,5.30,-1.00
848,0,4.07,-1.00
0,760,-1.00,5.30
0,0,-1.00,-1.00
0,818,-1.00,4.41
0,1281,-1.00,2.97
0,1586,-1.00,4.44
0,1025,-1.00,2.33
0,1554,-1.00,4.33
0,819,-1.00,5.86
927,0,4.90,-1.00
0,970,-1.00,5.33
0,1194,-1.00,5.15
0,1342,-1.00,5.47
0,1498,-1.00,4.62
0,0,-1.00,-1.00
923,0,4.54,-1.00
0,1206,-1.00,4.14
0,1223,-1.00,4.91
0,954,-1.00,4.33
0,935,-1.00,4.07
0,945,-1.00,2.36
1058,0,4.20,-1.00
0,1139,-1.00,4.80
1004,0,5.34,-1.00
0,1051,-1.00,4.32
0,1243,-1.00,4.18
0,1063,-1.00,6.05
924,0,5.74,-1.00
0,1164,-1.00,3.79
884,0,8.06,-1.00
0,796,-1.00,4.80
0,835,-1.00,3.50
1070,0,5.96,-1.00
917,0,5.10,-1.00
1272,0,6.84,-1.00
0,829,-1.00,4.91
0,1019,-1.00,3.43
0,1320,-1.00,5.15
0,0,-1.00,-1.00
880,0,3.63,-1.00
0,1087,-1.00,4.43
0,1233,-1.00,3.18
0,856,-1.00,4.50
0,993,-1.00,5.69
0,1580,-1.00,3.73
0,1153,-1.00,4.21
1410,0,4.41,-1.00
0,1589,-1.00,2.46
0,947,-1.00,6.59
0,1398,-1.00,3.74
1568,0,4.79,-1.00
0,730,-1.00,5.72
0,1127,-1.00,4.15
0,1021,-1.00,4.12
0,850,-1.00,4.06
850,0,8.70,-1.00
0,0,-1.00,-1.00
0,857,-1.00,4.55
0,1242,-1.00,2.55
0,864,-1.00,3.61
0,777,-1.00,5.21
0,1159,-1.00,4.44
