pop1,pop2,k1,k2
0,665,-1.00,3.44
0,764,-1.00,2.83
0,740,-1.00,2.75
0,693,-1.00,2.66
679,0,3.19,-1.00
0,736,-1.00,2.80
0,672,-1.00,3.29
0,787,-1.00,1.97
0,908,-1.00,1.59
668,0,3.51,-1.00
0,895,-1.00,1.17
0,704,-1.00,3.18
0,777,-1.00,2.06
621,0,4.07,-1.00
0,731,-1.00,2.31
0,807,-1.00,2.05
774,0,2.80,-1.00
0,854,-1.00,1.84
0,733,-1.00,2.98
0,750,-1.00,2.72
0,700,-1.00,2.47
0,664,-1.00,3.25
778,0,2.52,-1.00
0,757,-1.00,2.25
0,738,-1.00,2.95
0,768,-1.00,2.15
0,823,-1.00,1.91
0,769,-1.00,2.19
0,785,-1.00,2.48
0,909,-1.00,1.37
0,771,-1.00,2.73
0,796,-1.00,2.47
790,0,2.86,-1.00
749,0,2.72,-1.00
0,820,-1.00,2.09
773,0,2.42,-1.00
0,725,-1.00,2.92
0,775,-1.00,2.69
0,743,-1.00,2.36
0,878,-1.00,1.50
0,806,-1.00,2.72
400,0,7.11,-1.00
753,0,2.92,-1.00
0,953,-1.00,0.70
0,898,-1.00,1.32
0,708,-1.00,3.09
0,694,-1.00,3.41
704,0,2.95,-1.00
0,887,-1.00,0.98
0,798,-1.00,2.35
0,732,-1.00,3.09
0,822,-1.00,1.63
0,681,-1.00,3.18
0,779,-1.00,2.65
0,667,-1.00,2.60
0,728,-1.00,2.99
0,878,-1.00,1.42
656,0,3.67,-1.00
0,792,-1.00,1.76
651,0,3.51,-1.00
0,921,-1.00,0.63
0,725,-1.00,3.10
0,733,-1.00,2.64
0,708,-1.00,2.69
0,724,-1.00,2.82
0,791,-1.00,1.99
0,835,-1.00,1.86
0,721,-1.00,2.57
0,736,-1.00,2.73
0,776,-1.00,1.95
0,823,-1.00,1.61
0,721,-1.00,2.61
0,785,-1.00,1.95
0,836,-1.00,1.88
621,0,3.72,-1.00
0,815,-1.00,2.00
0,717,-1.00,2.82
0,748,-1.00,1.62
0,656,-1.00,2.78
0,660,-1.00,2.84
0,823,-1.00,1.77
0,684,-1.00,3.26
0,793,-1.00,1.72
0,740,-1.00,2.88
0,814,-1.00,1.78
0,764,-1.00,2.52
0,807,-1.00,2.33
0,761,-1.00,2.96
0,751,-1.00,2.17
0,797,-1.00,1.74
0,736,-1.00,3.34
0,804,-1.00,2.55
0,598,-1.00,4.08
0,778,-1.00,1.94
0,820,-1.00,2.42
785,0,2.63,-1.00
0,752,-1.00,2.82
0,685,-1.00,3.11
789,0,2.74,-1.00
0,771,-1.00,3.07
