pop1,pop2,k1,k2
0,1112,-1.00,0.49
921,0,1.93,-1.00
0,1814,-1.00,-0.22
795,602,2.00,1.93
0,1416,-1.00,0.28
0,1620,-1.00,0.90
0,1144,-1.00,0.77
1160,0,1.82,-1.00
0,0,-1.00,-1.00
0,1045,-1.00,0.69
0,0,-1.00,-1.00
0,1320,-1.00,0.75
0,1053,-1.00,2.04
0,1058,-1.00,1.78
0,1165,-1.00,1.05
1135,0,1.84,-1.00
0,0,-1.00,-1.00
0,1239,-1.00,0.73
0,1258,-1.00,0.64
0,1009,-1.00,1.98
0,1811,-1.00,1.03
0,1177,-1.00,0.95
0,1335,-1.00,0.58
0,1362,-1.00,1.79
0,1891,-1.00,0.66
0,0,-1.00,-1.00
0,1565,-1.00,0.82
274,1100,1.65,1.30
0,0,-1.00,-1.00
0,1540,-1.00,1.79
0,1140,-1.00,1.63
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1260,-1.00,0.83
0,1027,-1.00,1.66
247,1641,1.52,1.66
0,0,-1.00,-1.00
0,1587,-1.00,1.12
0,1057,-1.00,1.14
0,1471,-1.00,0.85
0,1110,-1.00,0.51
0,1035,-1.00,0.83
0,1250,-1.00,1.13
0,1265,-1.00,1.59
0,1241,-1.00,0.83
0,1159,-1.00,0.02
0,985,-1.00,1.14
0,1216,-1.00,0.27
1408,0,1.79,-1.00
0,993,-1.00,1.48
0,920,-1.00,1.24
0,1883,-1.00,0.82
0,1400,-1.00,0.38
0,1043,-1.00,0.82
1365,0,1.54,-1.00
0,1883,-1.00,0.86
0,1043,-1.00,0.64
0,1211,-1.00,0.67
169,1413,1.09,0.72
1076,0,1.68,-1.00
0,1562,-1.00,1.00
0,1203,-1.00,1.30
0,942,-1.00,0.98
0,0,-1.00,-1.00
0,1273,-1.00,1.87
0,1029,-1.00,1.09
1664,0,1.51,-1.00
0,1881,-1.00,0.83
0,1243,-1.00,0.99
251,819,2.02,1.60
0,0,-1.00,-1.00
0,1305,-1.00,0.74
0,0,-1.00,-1.00
0,1171,-1.00,0.85
0,1158,-1.00,0.61
0,1273,-1.00,0.76
0,1422,-1.00,1.03
0,1042,-1.00,-0.19
74,836,2.12,1.89
0,1467,-1.00,1.62
0,1229,-1.00,0.92
0,0,-1.00,-1.00
690,428,1.85,1.41
0,1491,-1.00,0.69
0,1813,-1.00,1.19
0,1033,-1.00,1.76
0,1734,-1.00,0.72
1165,0,1.63,-1.00
0,1261,-1.00,0.18
0,1810,-1.00,0.90
1503,0,1.83,-1.00
1334,0,1.74,-1.00
0,1139,-1.00,1.63
1377,0,1.83,-1.00
0,1050,-1.00,0.57
0,1544,-1.00,0.70
988,0,1.66,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1076,-1.00,0.94
