pop1,pop2,k1,k2
0,432,-1.00,5.78
0,434,-1.00,7.02
486,0,5.64,-1.00
613,0,4.31,-1.00
569,0,5.09,-1.00
594,0,4.76,-1.00
592,0,4.84,-1.00
541,0,4.73,-1.00
0,668,-1.00,3.52
0,524,-1.00,5.50
701,0,4.01,-1.00
0,373,-1.00,8.04
0,261,-1.00,8.76
0,104,-1.00,11.91
729,0,3.03,-1.00
513,0,5.68,-1.00
690,0,3.97,-1.00
0,455,-1.00,6.12
0,592,-1.00,4.91
0,360,-1.00,7.29
0,322,-1.00,8.32
620,0,4.31,-1.00
280,0,8.96,-1.00
618,0,3.65,-1.00
0,428,-1.00,6.83
0,348,-1.00,8.27
573,0,4.78,-1.00
524,0,5.10,-1.00
535,0,5.06,-1.00
0,304,-1.00,7.72
632,0,4.28,-1.00
582,0,4.39,-1.00
0,495,-1.00,5.51
0,597,-1.00,4.06
0,472,-1.00,6.25
611,0,4.36,-1.00
375,0,8.34,-1.00
510,0,5.20,-1.00
0,511,-1.00,5.81
0,426,-1.00,5.96
632,0,3.78,-1.00
641,0,4.76,-1.00
539,0,4.93,-1.00
348,0,7.72,-1.00
546,0,5.15,-1.00
601,0,4.63,-1.00
0,567,-1.00,5.09
171,0,10.16,-1.00
0,655,-1.00,4.00
474,0,5.22,-1.00
621,0,4.85,-1.00
630,0,4.31,-1.00
635,0,3.96,-1.00
0,323,-1.00,7.61
628,0,4.50,-1.00
569,0,4.75,-1.00
505,0,5.31,-1.00
336,0,7.88,-1.00
355,0,8.33,-1.00
373,0,7.02,-1.00
0,524,-1.00,5.10
0,619,-1.00,4.00
0,207,-1.00,9.18
0,528,-1.00,6.12
670,0,3.86,-1.00
0,359,-1.00,8.04
0,656,-1.00,3.80
399,0,7.19,-1.00
447,0,5.67,-1.00
461,0,6.21,-1.00
599,0,4.81,-1.00
454,0,6.18,-1.00
495,0,5.48,-1.00
0,437,-1.00,5.91
620,0,4.00,-1.00
461,0,6.13,-1.00
531,0,4.85,-1.00
325,0,8.39,-1.00
453,0,6.64,-1.00
0,617,-1.00,3.92
0,651,-1.00,4.35
492,0,5.71,-1.00
489,0,6.09,-1.00
0,424,-1.00,6.08
0,508,-1.00,5.60
0,576,-1.00,5.01
675,0,3.93,-1.00
628,0,4.20,-1.00
0,503,-1.00,5.38
0,525,-1.00,4.87
294,0,7.66,-1.00
0,526,-1.00,5.17
0,370,-1.00,6.70
0,229,-1.00,8.60
297,0,8.91,-1.00
573,0,4.39,-1.00
0,652,-1.00,4.21
171,0,10.36,-1.00
0,325,-1.00,8.05
672,0,3.41,-1.00
