pop1,pop2,k1,k2
0,611,-1.00,4.05
752,0,2.83,-1.00
0,379,-1.00,6.86
565,0,4.67,-1.00
600,0,4.62,-1.00
528,0,4.82,-1.00
561,0,4.58,-1.00
581,0,4.58,-1.00
619,0,4.58,-1.00
0,666,-1.00,4.66
0,461,-1.00,5.22
590,0,4.44,-1.00
600,0,4.05,-1.00
589,0,4.98,-1.00
520,0,5.48,-1.00
0,515,-1.00,4.73
0,702,-1.00,3.33
612,0,4.47,-1.00
606,0,4.26,-1.00
0,650,-1.00,3.27
398,0,6.89,-1.00
0,594,-1.00,4.14
528,0,5.83,-1.00
0,624,-1.00,4.36
586,0,4.08,-1.00
634,0,4.16,-1.00
684,0,3.92,-1.00
670,0,3.60,-1.00
0,413,-1.00,6.80
0,537,-1.00,4.91
0,497,-1.00,5.59
0,513,-1.00,6.11
0,467,-1.00,6.31
0,508,-1.00,5.71
630,0,3.66,-1.00
559,0,4.70,-1.00
0,297,-1.00,9.17
608,0,4.67,-1.00
0,515,-1.00,4.71
528,0,5.37,-1.00
0,560,-1.00,5.20
589,0,4.52,-1.00
626,0,4.24,-1.00
0,576,-1.00,4.69
676,0,3.25,-1.00
0,487,-1.00,5.54
443,0,5.63,-1.00
0,172,-1.00,9.70
659,0,3.96,-1.00
0,470,-1.00,6.31
0,574,-1.00,4.18
417,0,6.76,-1.00
671,0,3.36,-1.00
0,498,-1.00,4.96
0,560,-1.00,3.92
0,566,-1.00,5.14
0,377,-1.00,7.25
0,636,-1.00,3.51
648,0,4.03,-1.00
608,0,4.54,-1.00
0,669,-1.00,3.10
447,0,6.73,-1.00
0,364,-1.00,8.00
530,0,5.01,-1.00
0,326,-1.00,8.22
0,611,-1.00,3.80
0,533,-1.00,5.29
0,678,-1.00,3.35
676,0,3.36,-1.00
400,0,6.55,-1.00
0,692,-1.00,3.08
703,0,3.25,-1.00
460,0,6.28,-1.00
658,0,3.97,-1.00
0,601,-1.00,4.95
678,0,3.88,-1.00
559,0,4.77,-1.00
0,697,-1.00,3.36
0,512,-1.00,4.88
595,0,3.73,-1.00
0,621,-1.00,3.84
640,0,4.08,-1.00
524,0,5.41,-1.00
0,312,-1.00,8.04
0,465,-1.00,5.91
513,0,5.43,-1.00
594,0,4.30,-1.00
558,0,4.94,-1.00
718,0,3.55,-1.00
510,0,5.99,-1.00
615,0,3.70,-1.00
0,690,-1.00,3.05
697,0,3.46,-1.00
781,0,3.18,-1.00
610,0,4.39,-1.00
0,678,-1.00,3.62
0,603,-1.00,4.79
298,0,8.11,-1.00
579,0,4.88,-1.00
0,726,-1.00,3.41
